Row Labels	Day 5- 23C (Silo 9)	Day 5- 29C (Silo 8)	Day 8- 23C (Silo 9)	Day 8- 29C (Silo 8)
Grand Total	4.44941E+12	9.80015E+12	6.5829E+12	9.77579E+12
CGI_10018876	2.12271E+11	4.33454E+11	3.04729E+11	4.40127E+11
CGI_10022729	2.12395E+11	4.23051E+11	3.02203E+11	4.31278E+11	K1QWP8	K1QWP8_CRAGI	unreviewed	Actin-2	CGI_10022729	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	376
CGI_10017582	962964843	2297060264	1212687103	2503695689	K1R1K6	K1R1K6_CRAGI	unreviewed	Heat shock protein beta-1	CGI_10017582	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	241
CGI_10019530	906140725	2219319448	1332090001	2516968169	K1Q086	K1Q086_CRAGI	unreviewed	Ankyrin-2	CGI_10019530	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2733	GO:0007165
CGI_10010841	1106801353	2122174338	1769339552	1973238883	K1S6G3	K1S6G3_CRAGI	unreviewed	Ubiquitin-like modifier-activating enzyme 1	CGI_10010841	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	357	GO:0008641
CGI_10023099	253550602	2699676513	1550921637	2444741371	K1QJM1	K1QJM1_CRAGI	unreviewed	60S ribosomal protein L30	CGI_10023099	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	94	GO:0003735
CGI_10023099	253550602	2699676513	1550921637	2444741371	K1QJM1	K1QJM1_CRAGI	unreviewed	60S ribosomal protein L30	CGI_10023099	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	94	GO:0005840
CGI_10023099	253550602	2699676513	1550921637	2444741371	K1QJM1	K1QJM1_CRAGI	unreviewed	60S ribosomal protein L30	CGI_10023099	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	94	GO:0006412
CGI_10005552	1438431211	2226900523	1373550788	1880500136	K1PGI0	K1PGI0_CRAGI	unreviewed	Uncharacterized protein	CGI_10005552	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	228
CGI_10017668	1151812700	2473254652	1534395057	1710745577	K1R2Q9	K1R2Q9_CRAGI	unreviewed	Aspartate aminotransferase (EC 2.6.1.1)	CGI_10017668	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	393	GO:0004069
CGI_10017668	1151812700	2473254652	1534395057	1710745577	K1R2Q9	K1R2Q9_CRAGI	unreviewed	Aspartate aminotransferase (EC 2.6.1.1)	CGI_10017668	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	393	GO:0006520
CGI_10017668	1151812700	2473254652	1534395057	1710745577	K1R2Q9	K1R2Q9_CRAGI	unreviewed	Aspartate aminotransferase (EC 2.6.1.1)	CGI_10017668	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	393	GO:0009058
CGI_10017668	1151812700	2473254652	1534395057	1710745577	K1R2Q9	K1R2Q9_CRAGI	unreviewed	Aspartate aminotransferase (EC 2.6.1.1)	CGI_10017668	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	393	GO:0030170
CGI_10017668	1151812700	2473254652	1534395057	1710745577	K1R2Q9	K1R2Q9_CRAGI	unreviewed	Aspartate aminotransferase (EC 2.6.1.1)	CGI_10017668	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	393	GO:0080130
CGI_10012452	1139979991	2100178877	1700245264	1929419078	K1PRQ5	K1PRQ5_CRAGI	unreviewed	Ubiquitin-like modifier-activating enzyme 1	CGI_10012452	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	528	GO:0006464
CGI_10012452	1139979991	2100178877	1700245264	1929419078	K1PRQ5	K1PRQ5_CRAGI	unreviewed	Ubiquitin-like modifier-activating enzyme 1	CGI_10012452	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	528	GO:0008641
CGI_10022015	523842619	2864898055	927253452	2537677679	K1RHB3	K1RHB3_CRAGI	unreviewed	Phosphoenolpyruvate phosphomutase	CGI_10022015	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	326	GO:0050188
CGI_10017403	960106609	1895837609	1661052882	2332887113
CGI_10019654	558835561	2248459443	1412295763	2629014008
CGI_10015576	1710147284	3007180833	633100330	1486193245	K1PNN3	K1PNN3_CRAGI	unreviewed	Tektin-2	CGI_10015576	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	411
CGI_10028032	1542135511	2121077435	1448215679	1709649388	K1R8W3	K1R8W3_CRAGI	unreviewed	S-phase kinase-associated protein 1	CGI_10028032	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	162	GO:0006511
CGI_10028032	1542135511	2121077435	1448215679	1709649388	K1R8W3	K1R8W3_CRAGI	unreviewed	S-phase kinase-associated protein 1	CGI_10028032	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	162	GO:0016301
CGI_10026867	783077014	2390879959	1300823908	2326930431	K1QVG5	K1QVG5_CRAGI	unreviewed	Retinal dehydrogenase 1	CGI_10026867	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	493	GO:0016620
CGI_10004478	654410929	3518502129	861324458	1765404140	K1PHY1	K1PHY1_CRAGI	unreviewed	Calcium and integrin-binding family member 2	CGI_10004478	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	834	GO:0005509
CGI_10004478	654410929	3518502129	861324458	1765404140	K1PHY1	K1PHY1_CRAGI	unreviewed	Calcium and integrin-binding family member 2	CGI_10004478	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	834	GO:0007229
CGI_10017251	944427812	1958175607	1438515739	2451458963	K1QHI5	K1QHI5_CRAGI	unreviewed	"Pyruvate carboxylase, mitochondrial"	CGI_10017251	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1374	GO:0003677
CGI_10017251	944427812	1958175607	1438515739	2451458963	K1QHI5	K1QHI5_CRAGI	unreviewed	"Pyruvate carboxylase, mitochondrial"	CGI_10017251	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1374	GO:0004075
CGI_10017251	944427812	1958175607	1438515739	2451458963	K1QHI5	K1QHI5_CRAGI	unreviewed	"Pyruvate carboxylase, mitochondrial"	CGI_10017251	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1374	GO:0004736
CGI_10017251	944427812	1958175607	1438515739	2451458963	K1QHI5	K1QHI5_CRAGI	unreviewed	"Pyruvate carboxylase, mitochondrial"	CGI_10017251	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1374	GO:0005524
CGI_10017251	944427812	1958175607	1438515739	2451458963	K1QHI5	K1QHI5_CRAGI	unreviewed	"Pyruvate carboxylase, mitochondrial"	CGI_10017251	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1374	GO:0006090
CGI_10017251	944427812	1958175607	1438515739	2451458963	K1QHI5	K1QHI5_CRAGI	unreviewed	"Pyruvate carboxylase, mitochondrial"	CGI_10017251	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1374	GO:0006094
CGI_10017251	944427812	1958175607	1438515739	2451458963	K1QHI5	K1QHI5_CRAGI	unreviewed	"Pyruvate carboxylase, mitochondrial"	CGI_10017251	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1374	GO:0009374
CGI_10017251	944427812	1958175607	1438515739	2451458963	K1QHI5	K1QHI5_CRAGI	unreviewed	"Pyruvate carboxylase, mitochondrial"	CGI_10017251	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1374	GO:0046872
CGI_10006939	1507318960	1784940239	1541207808	1953062967
CGI_10026346	381158781	2844954811	1586047284	1951789098	K1RI08	K1RI08_CRAGI	unreviewed	60S ribosomal protein L6	CGI_10026346	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	203	GO:0003735
CGI_10026346	381158781	2844954811	1586047284	1951789098	K1RI08	K1RI08_CRAGI	unreviewed	60S ribosomal protein L6	CGI_10026346	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	203	GO:0005840
CGI_10026346	381158781	2844954811	1586047284	1951789098	K1RI08	K1RI08_CRAGI	unreviewed	60S ribosomal protein L6	CGI_10026346	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	203	GO:0006412
CGI_10017557	1026072229	2328328395	1370821266	2029020881
CGI_10002919	645846234	2778697030	1764789616	1504104496	K1Q151	K1Q151_CRAGI	unreviewed	60S ribosomal protein L32	CGI_10002919	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	161	GO:0003735
CGI_10002919	645846234	2778697030	1764789616	1504104496	K1Q151	K1Q151_CRAGI	unreviewed	60S ribosomal protein L32	CGI_10002919	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	161	GO:0005840
CGI_10002919	645846234	2778697030	1764789616	1504104496	K1Q151	K1Q151_CRAGI	unreviewed	60S ribosomal protein L32	CGI_10002919	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	161	GO:0006412
CGI_10017292	645846234	2778697030	1764789616	1504104496	K1Q227	K1Q227_CRAGI	unreviewed	Sacsin	CGI_10017292	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	526	GO:0003735
CGI_10017292	645846234	2778697030	1764789616	1504104496	K1Q227	K1Q227_CRAGI	unreviewed	Sacsin	CGI_10017292	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	526	GO:0005840
CGI_10017292	645846234	2778697030	1764789616	1504104496	K1Q227	K1Q227_CRAGI	unreviewed	Sacsin	CGI_10017292	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	526	GO:0006412
CGI_10012156	1793115201	1763041006	1360495519	1769467054	K1QK68	K1QK68_CRAGI	unreviewed	Myosin-2 essential light chain	CGI_10012156	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	169	GO:0005509
CGI_10005339	1050065342	2189736574	1198759479	2193573440	K1PWP8	K1PWP8_CRAGI	unreviewed	Echinoderm microtubule-associated protein-like 1	CGI_10005339	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	734	GO:0010968
CGI_10005339	1050065342	2189736574	1198759479	2193573440	K1PWP8	K1PWP8_CRAGI	unreviewed	Echinoderm microtubule-associated protein-like 1	CGI_10005339	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	734	GO:0031115
CGI_10018844	2459854846	1896656699	1179660829	1092818659	K1QVV5	K1QVV5_CRAGI	unreviewed	Periostin	CGI_10018844	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	288
CGI_10018845	2459854846	1896656699	1179660829	1092818659	K1R2K2	K1R2K2_CRAGI	unreviewed	Periostin	CGI_10018845	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	289
CGI_10008332	592748313	2831692938	927741867	2267509009	K1PDF0	K1PDF0_CRAGI	unreviewed	Protein disulfide-isomerase A6	CGI_10008332	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	437	GO:0005623
CGI_10008332	592748313	2831692938	927741867	2267509009	K1PDF0	K1PDF0_CRAGI	unreviewed	Protein disulfide-isomerase A6	CGI_10008332	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	437	GO:0016853
CGI_10008332	592748313	2831692938	927741867	2267509009	K1PDF0	K1PDF0_CRAGI	unreviewed	Protein disulfide-isomerase A6	CGI_10008332	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	437	GO:0045454
CGI_10020238	556471918	2422296148	1130461929	2487920054	K1QHA2	K1QHA2_CRAGI	unreviewed	"Spectrin beta chain, brain 4"	CGI_10020238	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	3279	GO:0005543
CGI_10014151	814565333	1846347558	2133042508	1792447636	K1Q9V3	K1Q9V3_CRAGI	unreviewed	V-type proton ATPase catalytic subunit A	CGI_10014151	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	636	GO:0005524
CGI_10014151	814565333	1846347558	2133042508	1792447636	K1Q9V3	K1Q9V3_CRAGI	unreviewed	V-type proton ATPase catalytic subunit A	CGI_10014151	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	636	GO:0015991
CGI_10014151	814565333	1846347558	2133042508	1792447636	K1Q9V3	K1Q9V3_CRAGI	unreviewed	V-type proton ATPase catalytic subunit A	CGI_10014151	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	636	GO:0033180
CGI_10014151	814565333	1846347558	2133042508	1792447636	K1Q9V3	K1Q9V3_CRAGI	unreviewed	V-type proton ATPase catalytic subunit A	CGI_10014151	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	636	GO:0046034
CGI_10014151	814565333	1846347558	2133042508	1792447636	K1Q9V3	K1Q9V3_CRAGI	unreviewed	V-type proton ATPase catalytic subunit A	CGI_10014151	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	636	GO:0046961
CGI_10022305	972399130	2158403650	1280958130	2156209791	K1R1I0	K1R1I0_CRAGI	unreviewed	Uncharacterized protein	CGI_10022305	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	145	GO:0006457
CGI_10017030	217752270	3098846757	917105176	2302138143	K1QQL6	K1QQL6_CRAGI	unreviewed	"Leucyl-tRNA synthetase, cytoplasmic"	CGI_10017030	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1192	GO:0002161
CGI_10017030	217752270	3098846757	917105176	2302138143	K1QQL6	K1QQL6_CRAGI	unreviewed	"Leucyl-tRNA synthetase, cytoplasmic"	CGI_10017030	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1192	GO:0004823
CGI_10017030	217752270	3098846757	917105176	2302138143	K1QQL6	K1QQL6_CRAGI	unreviewed	"Leucyl-tRNA synthetase, cytoplasmic"	CGI_10017030	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1192	GO:0005524
CGI_10017030	217752270	3098846757	917105176	2302138143	K1QQL6	K1QQL6_CRAGI	unreviewed	"Leucyl-tRNA synthetase, cytoplasmic"	CGI_10017030	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1192	GO:0005737
CGI_10017030	217752270	3098846757	917105176	2302138143	K1QQL6	K1QQL6_CRAGI	unreviewed	"Leucyl-tRNA synthetase, cytoplasmic"	CGI_10017030	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1192	GO:0006429
CGI_10019522	1327001901	2157935911	1397412629	1651039977	K1QW58	K1QW58_CRAGI	unreviewed	Polyadenylate-binding protein 4	CGI_10019522	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	465	GO:0000166
CGI_10019522	1327001901	2157935911	1397412629	1651039977	K1QW58	K1QW58_CRAGI	unreviewed	Polyadenylate-binding protein 4	CGI_10019522	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	465	GO:0003723
CGI_10011113	1244460553	1928352733	1592688089	1743903261	K1R834	K1R834_CRAGI	unreviewed	60S ribosomal protein L9	CGI_10011113	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	99	GO:0003735
CGI_10011113	1244460553	1928352733	1592688089	1743903261	K1R834	K1R834_CRAGI	unreviewed	60S ribosomal protein L9	CGI_10011113	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	99	GO:0005840
CGI_10011113	1244460553	1928352733	1592688089	1743903261	K1R834	K1R834_CRAGI	unreviewed	60S ribosomal protein L9	CGI_10011113	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	99	GO:0006412
CGI_10011113	1244460553	1928352733	1592688089	1743903261	K1R834	K1R834_CRAGI	unreviewed	60S ribosomal protein L9	CGI_10011113	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	99	GO:0019843
CGI_10026058	1156436752	2045090155	1617536697	1686045412
CGI_10028871	871953623	1855993383	1284853416	2437292030	K1RAY9	K1RAY9_CRAGI	unreviewed	Plasminogen activator inhibitor 1 RNA-binding protein	CGI_10028871	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	374
CGI_10004590	548072093	2198258975	1033136613	2664311512	K1PHT2	K1PHT2_CRAGI	unreviewed	"Signal peptide, CUB and EGF-like domain-containing protein 1"	CGI_10004590	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1344	GO:0016021
CGI_10027129	538143614	2682806249	842727891	2357008310	K1QBF7	K1QBF7_CRAGI	unreviewed	Hypoxia up-regulated protein 1	CGI_10027129	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1022	GO:0005524
CGI_10022163	951639413	1952646523	1507352619	1975172415
CGI_10012352	501456017	2737016872	1053980058	2091296099	K1PHQ7	K1PHQ7_CRAGI	unreviewed	Follistatin-related protein 4	CGI_10012352	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1115	GO:0005576
CGI_10012352	501456017	2737016872	1053980058	2091296099	K1PHQ7	K1PHQ7_CRAGI	unreviewed	Follistatin-related protein 4	CGI_10012352	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1115	GO:0006030
CGI_10012352	501456017	2737016872	1053980058	2091296099	K1PHQ7	K1PHQ7_CRAGI	unreviewed	Follistatin-related protein 4	CGI_10012352	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1115	GO:0008061
CGI_10010480	1179715508	2056098643	1448126088	1680830392	K1P5K4	K1P5K4_CRAGI	unreviewed	Cathepsin Z	CGI_10010480	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	685	GO:0008234
CGI_10010480	1179715508	2056098643	1448126088	1680830392	K1P5K4	K1P5K4_CRAGI	unreviewed	Cathepsin Z	CGI_10010480	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	685	GO:0016021
CGI_10004564	885830126	2309835577	1370207885	1763808452	K1PQI4	K1PQI4_CRAGI	unreviewed	Enolase-phosphatase E1	CGI_10004564	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	310	GO:0000287
CGI_10004564	885830126	2309835577	1370207885	1763808452	K1PQI4	K1PQI4_CRAGI	unreviewed	Enolase-phosphatase E1	CGI_10004564	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	310	GO:0019509
CGI_10004564	885830126	2309835577	1370207885	1763808452	K1PQI4	K1PQI4_CRAGI	unreviewed	Enolase-phosphatase E1	CGI_10004564	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	310	GO:0043874
CGI_10001705	666859510	2103047489	1691242133	1864657941	K1Q1K1	K1Q1K1_CRAGI	unreviewed	Putative adenosylhomocysteinase 3	CGI_10001705	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	145	GO:0004013
CGI_10001705	666859510	2103047489	1691242133	1864657941	K1Q1K1	K1Q1K1_CRAGI	unreviewed	Putative adenosylhomocysteinase 3	CGI_10001705	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	145	GO:0006730
CGI_10015155	859366222	1947493131	1485328026	2012398477	K1QVS3	K1QVS3_CRAGI	unreviewed	Thimet oligopeptidase	CGI_10015155	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	621	GO:0004222
CGI_10015155	859366222	1947493131	1485328026	2012398477	K1QVS3	K1QVS3_CRAGI	unreviewed	Thimet oligopeptidase	CGI_10015155	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	621	GO:0046872
CGI_10020432	805912626	1905012567	1446424306	2140557182	K1QPB7	K1QPB7_CRAGI	unreviewed	Uncharacterized protein	CGI_10020432	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	248
CGI_10026515	1098218728	1808222880	1621664009	1765650816	K1RH70	K1RH70_CRAGI	unreviewed	"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)"	CGI_10026515	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	484	GO:0004616
CGI_10026515	1098218728	1808222880	1621664009	1765650816	K1RH70	K1RH70_CRAGI	unreviewed	"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)"	CGI_10026515	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	484	GO:0006098
CGI_10026515	1098218728	1808222880	1621664009	1765650816	K1RH70	K1RH70_CRAGI	unreviewed	"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)"	CGI_10026515	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	484	GO:0019521
CGI_10024065	419251448	2112457310	1680778551	2052991641	K1QFN1	K1QFN1_CRAGI	unreviewed	60S ribosomal protein L23	CGI_10024065	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	146	GO:0003735
CGI_10024065	419251448	2112457310	1680778551	2052991641	K1QFN1	K1QFN1_CRAGI	unreviewed	60S ribosomal protein L23	CGI_10024065	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	146	GO:0005840
CGI_10024065	419251448	2112457310	1680778551	2052991641	K1QFN1	K1QFN1_CRAGI	unreviewed	60S ribosomal protein L23	CGI_10024065	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	146	GO:0006412
CGI_10007986	491530607	2550411168	1169632989	2050054397	K1PI50	K1PI50_CRAGI	unreviewed	40S ribosomal protein S26	CGI_10007986	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	148	GO:0003735
CGI_10007986	491530607	2550411168	1169632989	2050054397	K1PI50	K1PI50_CRAGI	unreviewed	40S ribosomal protein S26	CGI_10007986	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	148	GO:0005840
CGI_10007986	491530607	2550411168	1169632989	2050054397	K1PI50	K1PI50_CRAGI	unreviewed	40S ribosomal protein S26	CGI_10007986	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	148	GO:0006412
CGI_10023479	770073168	1924937767	1751169066	1792069386	K1QC27	K1QC27_CRAGI	unreviewed	Hydroxysteroid dehydrogenase-like protein 2	CGI_10023479	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	431
CGI_10004179	1070385712	1955832243	1215239728	1963681975	K1PR03	K1PR03_CRAGI	unreviewed	Sorting nexin-12	CGI_10004179	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	165	GO:0035091
CGI_10023716	1213805689	1867712345	1113768083	2002694923	K1QTV9	K1QTV9_CRAGI	unreviewed	Collagen alpha-4(VI) chain	CGI_10023716	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	4320	GO:0005581
CGI_10011031	653110356	2252294515	1054834089	2190782206
CGI_10015239	440358741	1963449260	1139843985	2606172999	K1RFT1	K1RFT1_CRAGI	unreviewed	Band 4.1-like protein 3	CGI_10015239	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1563	GO:0005198
CGI_10015239	440358741	1963449260	1139843985	2606172999	K1RFT1	K1RFT1_CRAGI	unreviewed	Band 4.1-like protein 3	CGI_10015239	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1563	GO:0005737
CGI_10015239	440358741	1963449260	1139843985	2606172999	K1RFT1	K1RFT1_CRAGI	unreviewed	Band 4.1-like protein 3	CGI_10015239	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1563	GO:0005856
CGI_10015239	440358741	1963449260	1139843985	2606172999	K1RFT1	K1RFT1_CRAGI	unreviewed	Band 4.1-like protein 3	CGI_10015239	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1563	GO:0019898
CGI_10024801	878815097	1655698561	1706540935	1905218038	K1RF31	K1RF31_CRAGI	unreviewed	Peroxisomal multifunctional enzyme type 2	CGI_10024801	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	822
CGI_10018991	954104346	1875692301	1581416564	1718624007	K1RWS2	K1RWS2_CRAGI	unreviewed	Transcriptional activator protein Pur-alpha	CGI_10018991	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	246
CGI_10025016	638703675	2149724207	1464872191	1876250244	K1QQ93	K1QQ93_CRAGI	unreviewed	Adenosine kinase 1	CGI_10025016	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	445	GO:0004001
CGI_10025016	638703675	2149724207	1464872191	1876250244	K1QQ93	K1QQ93_CRAGI	unreviewed	Adenosine kinase 1	CGI_10025016	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	445	GO:0006166
CGI_10016965	763399580	2062611443	1685857512	1610644505	K1QX16	K1QX16_CRAGI	unreviewed	Tyrosine-protein phosphatase Lar	CGI_10016965	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	630
CGI_10027448	999016370	2051557998	1047513214	2017137879	K1Q5P2	K1Q5P2_CRAGI	unreviewed	Protein VPRBP	CGI_10027448	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	815	GO:0016567
CGI_10019936	721988065	981390785	1574182386	2836563866	K1PZT2	K1PZT2_CRAGI	unreviewed	"Cytochrome c oxidase subunit 5B, mitochondrial"	CGI_10019936	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	171	GO:0004129
CGI_10019936	721988065	981390785	1574182386	2836563866	K1PZT2	K1PZT2_CRAGI	unreviewed	"Cytochrome c oxidase subunit 5B, mitochondrial"	CGI_10019936	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	171	GO:0005740
CGI_10028528	198393205	2553963309	1062113404	2253149730	K1Q330	K1Q330_CRAGI	unreviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	CGI_10028528	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1550	GO:0004148
CGI_10028528	198393205	2553963309	1062113404	2253149730	K1Q330	K1Q330_CRAGI	unreviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	CGI_10028528	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1550	GO:0004930
CGI_10028528	198393205	2553963309	1062113404	2253149730	K1Q330	K1Q330_CRAGI	unreviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	CGI_10028528	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1550	GO:0005623
CGI_10028528	198393205	2553963309	1062113404	2253149730	K1Q330	K1Q330_CRAGI	unreviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	CGI_10028528	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1550	GO:0007166
CGI_10028528	198393205	2553963309	1062113404	2253149730	K1Q330	K1Q330_CRAGI	unreviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	CGI_10028528	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1550	GO:0016021
CGI_10028528	198393205	2553963309	1062113404	2253149730	K1Q330	K1Q330_CRAGI	unreviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	CGI_10028528	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1550	GO:0045454
CGI_10028528	198393205	2553963309	1062113404	2253149730	K1Q330	K1Q330_CRAGI	unreviewed	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	CGI_10028528	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1550	GO:0050660
CGI_10020409	874161479	1605393830	1662040975	1886929387	K1QYG7	K1QYG7_CRAGI	unreviewed	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1	CGI_10020409	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	732	GO:0005975
CGI_10020409	874161479	1605393830	1662040975	1886929387	K1QYG7	K1QYG7_CRAGI	unreviewed	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1	CGI_10020409	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	732	GO:0008483
CGI_10020409	874161479	1605393830	1662040975	1886929387	K1QYG7	K1QYG7_CRAGI	unreviewed	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1	CGI_10020409	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	732	GO:0030246
CGI_10024545	512663195	2094637888	1093378977	2309530763	K1R8I8	K1R8I8_CRAGI	unreviewed	Acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	CGI_10024545	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	484	GO:0004742
