Go term	Row Labels	Day 5- 23C (Silo 9)	Day 5- 29C (Silo 8)	Day 8- 23C (Silo 9)	Day 8- 29C (Silo 8)	term	GOSlim_bin	aspect	clean												
GO:0004866	CGI_10023767	1922975720	2039507393	1602255417	1800987417	endopeptidase inhibitor activity	enzyme regulator activity	F	1												
GO:0005509	CGI_10023805	1176926224	1511335326	1055873730	1430398156	calcium ion binding	other molecular function	F	1												
GO:0005576	CGI_10023805	1176926224	1511335326	1055873730	1430398156	extracellular region	non-structural extracellular	C	1												
GO:0007160	CGI_10023805	1176926224	1511335326	1055873730	1430398156	cell-matrix adhesion	cell adhesion	P	1												
GO:0003735	CGI_10024065	419251448	2112457310	1680778551	2052991641	structural constituent of ribosome	other molecular function	F	1												
GO:0005840	CGI_10024065	419251448	2112457310	1680778551	2052991641	ribosome	translational apparatus	C	1												
GO:0006412	CGI_10024065	419251448	2112457310	1680778551	2052991641	translation	protein metabolism	P	1												
GO:0005737	CGI_10024132	1079466838	1558100634	1387734887	1571520019	cytoplasm	other cellular component	C	1												
GO:0016149	CGI_10024132	1079466838	1558100634	1387734887	1571520019	"translation release factor activity, codon specific"	nucleic acid binding activity	F	1												
GO:0005524	CGI_10024309	2877068356	7924283779	4918436977	7219253275	ATP binding	other molecular function	F	1												
GO:0006457	CGI_10024309	2877068356	7924283779	4918436977	7219253275	protein folding	protein metabolism	P	1												
GO:0006950	CGI_10024309	2877068356	7924283779	4918436977	7219253275	response to stress	stress response	P	1												
GO:0006886	CGI_10024342	541404765	2111111400	1107496034	1972468882	intracellular protein transport	transport	P	1												
GO:0008565	CGI_10024342	541404765	2111111400	1107496034	1972468882	protein transporter activity	transporter activity	F	1												
GO:0016192	CGI_10024342	541404765	2111111400	1107496034	1972468882	vesicle-mediated transport	transport	P	1												
GO:0030131	CGI_10024342	541404765	2111111400	1107496034	1972468882	clathrin adaptor complex	other membranes	C	1												
GO:0005524	CGI_10024501	15727721949	36797831581	29249733704	37384998205	ATP binding	other molecular function	F	1												
GO:0015986	CGI_10024501	15727721949	36797831581	29249733704	37384998205	ATP synthesis coupled proton transport	other metabolic processes	P	1												
GO:0015986	CGI_10024501	15727721949	36797831581	29249733704	37384998205	ATP synthesis coupled proton transport	transport	P	1												
GO:0015991	CGI_10024501	15727721949	36797831581	29249733704	37384998205	ATP hydrolysis coupled proton transport	transport	P	1												
GO:0045261	CGI_10024501	15727721949	36797831581	29249733704	37384998205	"proton-transporting ATP synthase complex, catalytic core F(1)"	other membranes	C	1												
GO:0046933	CGI_10024501	15727721949	36797831581	29249733704	37384998205	"hydrogen ion transporting ATP synthase activity, rotational mechanism"	transporter activity	F	1												
GO:0046961	CGI_10024501	15727721949	36797831581	29249733704	37384998205	"proton-transporting ATPase activity, rotational mechanism"	transporter activity	F	1												
GO:0004742	CGI_10024545	512663195	2094637888	1093378977	2309530763	dihydrolipoyllysine-residue acetyltransferase activity	other molecular function	F	1												
GO:0005759	CGI_10024545	512663195	2094637888	1093378977	2309530763	mitochondrial matrix	mitochondrion	C	1												
GO:0006090	CGI_10024545	512663195	2094637888	1093378977	2309530763	pyruvate metabolic process	other metabolic processes	P	1												
GO:0045254	CGI_10024545	512663195	2094637888	1093378977	2309530763	pyruvate dehydrogenase complex	other cellular component	C	1												
GO:0005524	CGI_10024572	2.12E+11	3.93E+11	2.93E+11	4.06E+11	ATP binding	other molecular function	F	1												
GO:0004013	CGI_10024772	2243561204	7171876461	4829480131	5085679629	adenosylhomocysteinase activity	other molecular function	F	1												
GO:0006730	CGI_10024772	2243561204	7171876461	4829480131	5085679629	one-carbon compound metabolic process	other metabolic processes	P	1												
GO:0003777	CGI_10024887	3148076374	8045721671	5879115990	8422764364	microtubule motor activity	cytoskeletal activity	F	1												
GO:0005524	CGI_10024887	3148076374	8045721671	5879115990	8422764364	ATP binding	other molecular function	F	1												
GO:0007018	CGI_10024887	3148076374	8045721671	5879115990	8422764364	microtubule-based movement	other biological processes	P	1												
GO:0015629	CGI_10024887	3148076374	8045721671	5879115990	8422764364	actin cytoskeleton	cytoskeleton	C	1												
GO:0016301	CGI_10024887	3148076374	8045721671	5879115990	8422764364	kinase activity	kinase activity	F	1												
GO:0016887	CGI_10024887	3148076374	8045721671	5879115990	8422764364	ATPase activity	other molecular function	F	1												
GO:0030042	CGI_10024887	3148076374	8045721671	5879115990	8422764364	actin filament depolymerization	cell organization and biogenesis	P	1												
GO:0030286	CGI_10024887	3148076374	8045721671	5879115990	8422764364	dynein complex	cytoskeleton	C	1												
GO:0016020	CGI_10024931	639302781	1700853209	1274507551	1909901919	membrane	other membranes	C	1												
GO:0003924	CGI_10024998	21774839555	83756772710	39891842103	72549651643	GTPase activity	other molecular function	F	1												
GO:0005200	CGI_10024998	21774839555	83756772710	39891842103	72549651643	structural constituent of cytoskeleton	cytoskeletal activity	F	1												
GO:0005525	CGI_10024998	21774839555	83756772710	39891842103	72549651643	GTP binding	other molecular function	F	1												
GO:0005737	CGI_10024998	21774839555	83756772710	39891842103	72549651643	cytoplasm	other cellular component	C	1												
GO:0005874	CGI_10024998	21774839555	83756772710	39891842103	72549651643	microtubule	cytoskeleton	C	1												
GO:0007017	CGI_10024998	21774839555	83756772710	39891842103	72549651643	microtubule-based process	other biological processes	P	1												
GO:0003924	CGI_10024999	21061683317	81733192102	39036192006	71323653138	GTPase activity	other molecular function	F	1												
GO:0005200	CGI_10024999	21061683317	81733192102	39036192006	71323653138	structural constituent of cytoskeleton	cytoskeletal activity	F	1												
GO:0005525	CGI_10024999	21061683317	81733192102	39036192006	71323653138	GTP binding	other molecular function	F	1												
GO:0005737	CGI_10024999	21061683317	81733192102	39036192006	71323653138	cytoplasm	other cellular component	C	1												
GO:0005874	CGI_10024999	21061683317	81733192102	39036192006	71323653138	microtubule	cytoskeleton	C	1												
GO:0007017	CGI_10024999	21061683317	81733192102	39036192006	71323653138	microtubule-based process	other biological processes	P	1												
GO:0004001	CGI_10025016	638703675	2149724207	1464872191	1876250244	adenosine kinase activity	kinase activity	F	1												
GO:0006166	CGI_10025016	638703675	2149724207	1464872191	1876250244	purine ribonucleoside salvage	other metabolic processes	P	1												
GO:0003774	CGI_10025109	23564434657	57374345235	35796656531	58845048914	motor activity	cytoskeletal activity	F	1												
GO:0005524	CGI_10025109	23564434657	57374345235	35796656531	58845048914	ATP binding	other molecular function	F	1												
GO:0016459	CGI_10025109	23564434657	57374345235	35796656531	58845048914	myosin complex	cytoskeleton	C	1												
GO:0003774	CGI_10025110	19964438071	45257583608	31425669370	50085318230	motor activity	cytoskeletal activity	F	1												
GO:0016459	CGI_10025110	19964438071	45257583608	31425669370	50085318230	myosin complex	cytoskeleton	C	1												
GO:0005215	CGI_10025401	7084880128	15212388249	13361447825	17616585116	transporter activity	transporter activity	F	1												
GO:0005743	CGI_10025401	7084880128	15212388249	13361447825	17616585116	mitochondrial inner membrane	mitochondrion	C	1												
GO:0005743	CGI_10025401	7084880128	15212388249	13361447825	17616585116	mitochondrial inner membrane	other membranes	C	1												
GO:0016021	CGI_10025401	7084880128	15212388249	13361447825	17616585116	integral to membrane	other membranes	C	1												
GO:0055085	CGI_10025401	7084880128	15212388249	13361447825	17616585116	transmembrane transport	transport	P	1												
GO:0003723	CGI_10025534	6391973013	10995970002	9969993996	10060400477	RNA binding	nucleic acid binding activity	F	1												
GO:0003735	CGI_10025534	6391973013	10995970002	9969993996	10060400477	structural constituent of ribosome	other molecular function	F	1												
GO:0006412	CGI_10025534	6391973013	10995970002	9969993996	10060400477	translation	protein metabolism	P	1												
GO:0015935	CGI_10025534	6391973013	10995970002	9969993996	10060400477	small ribosomal subunit	translational apparatus	C	1												
GO:0004332	CGI_10025556	1752219567	5716910778	2934588726	5031516019	fructose-bisphosphate aldolase activity	other molecular function	F	1												
GO:0006096	CGI_10025556	1752219567	5716910778	2934588726	5031516019	glycolysis	other metabolic processes	P	1												
GO:0003878	CGI_10025561	674710723	1419308068	1300803777	1868758199	ATP citrate synthase activity	other molecular function	F	1												
GO:0005524	CGI_10025561	674710723	1419308068	1300803777	1868758199	ATP binding	other molecular function	F	1												
GO:0005737	CGI_10025561	674710723	1419308068	1300803777	1868758199	cytoplasm	other cellular component	C	1												
GO:0006085	CGI_10025561	674710723	1419308068	1300803777	1868758199	acetyl-CoA biosynthetic process	other metabolic processes	P	1												
GO:0006101	CGI_10025561	674710723	1419308068	1300803777	1868758199	citrate metabolic process	other metabolic processes	P	1												
GO:0006629	CGI_10025561	674710723	1419308068	1300803777	1868758199	lipid metabolic process	other metabolic processes	P	1												
GO:0046872	CGI_10025561	674710723	1419308068	1300803777	1868758199	metal ion binding	other molecular function	F	1												
GO:0048037	CGI_10025561	674710723	1419308068	1300803777	1868758199	cofactor binding	other molecular function	F	1												
GO:0005509	CGI_10025721	4999812914	13399009206	7179050747	13758697536	calcium ion binding	other molecular function	F	1												
GO:0005524	CGI_10025730	5501243518	25320358327	8497781898	20559716227	ATP binding	other molecular function	F	1												
GO:0006457	CGI_10025730	5501243518	25320358327	8497781898	20559716227	protein folding	protein metabolism	P	1												
GO:0006950	CGI_10025730	5501243518	25320358327	8497781898	20559716227	response to stress	stress response	P	1												
GO:0005509	CGI_10025806	673349920	2999951121	1608193828	3834025805	calcium ion binding	other molecular function	F	1												
GO:0005886	CGI_10025806	673349920	2999951121	1608193828	3834025805	plasma membrane	other membranes	C	1												
GO:0005886	CGI_10025806	673349920	2999951121	1608193828	3834025805	plasma membrane	plasma membrane	C	1												
GO:0007156	CGI_10025806	673349920	2999951121	1608193828	3834025805	homophilic cell adhesion	cell adhesion	P	1												
GO:0016021	CGI_10025806	673349920	2999951121	1608193828	3834025805	integral to membrane	other membranes	C	1												
GO:0008270	CGI_10025809	1078617384	4321542312	2103418534	4633085449	zinc ion binding	other molecular function	F	1												
GO:0004721	CGI_10025935	908139794	3640624370	1931605263	3023020341	phosphoprotein phosphatase activity	other molecular function	F	1												
GO:0003756	CGI_10026048	16265432914	39908052430	28189550973	33406480679	protein disulfide isomerase activity	other molecular function	F	1												
GO:0005783	CGI_10026048	16265432914	39908052430	28189550973	33406480679	endoplasmic reticulum	ER/Golgi	C	1												
GO:0045454	CGI_10026048	16265432914	39908052430	28189550973	33406480679	cell redox homeostasis	other biological processes	P	1												
GO:0003735	CGI_10026056	1361166222	2067320411	1895891514	1735529721	structural constituent of ribosome	other molecular function	F	1												
GO:0006412	CGI_10026056	1361166222	2067320411	1895891514	1735529721	translation	protein metabolism	P	1												
GO:0015935	CGI_10026056	1361166222	2067320411	1895891514	1735529721	small ribosomal subunit	translational apparatus	C	1												
GO:0019843	CGI_10026056	1361166222	2067320411	1895891514	1735529721	rRNA binding	nucleic acid binding activity	F	1												
GO:0006801	CGI_10026148	39250707	2041658948	1732633298	9117127519	superoxide metabolic process	other metabolic processes	P	1												
GO:0046872	CGI_10026148	39250707	2041658948	1732633298	9117127519	metal ion binding	other molecular function	F	1												
GO:0055114	CGI_10026148	39250707	2041658948	1732633298	9117127519	oxidation reduction	other metabolic processes	P	1												
GO:0004198	CGI_10026186	1969060531	4656593672	3018385053	4800686205	calcium-dependent cysteine-type endopeptidase activity	other molecular function	F	1												
GO:0005509	CGI_10026186	1969060531	4656593672	3018385053	4800686205	calcium ion binding	other molecular function	F	1												
GO:0005622	CGI_10026186	1969060531	4656593672	3018385053	4800686205	intracellular	other cellular component	C	1												
GO:0004364	CGI_10026265	1127254305	2506990185	1523553646	3075916825	glutathione transferase activity	other molecular function	F	1												
GO:0008152	CGI_10026265	1127254305	2506990185	1523553646	3075916825	metabolic process	other metabolic processes	P	1												
GO:0003735	CGI_10026346	381158781	2844954811	1586047284	1951789098	structural constituent of ribosome	other molecular function	F	1												
GO:0005840	CGI_10026346	381158781	2844954811	1586047284	1951789098	ribosome	translational apparatus	C	1												
GO:0006412	CGI_10026346	381158781	2844954811	1586047284	1951789098	translation	protein metabolism	P	1												
GO:0003978	CGI_10026385	902131822	2359644805	1633787377	2129572943	UDP-glucose 4-epimerase activity	other molecular function	F	1												
GO:0006012	CGI_10026385	902131822	2359644805	1633787377	2129572943	galactose metabolic process	other metabolic processes	P	1												
GO:0003735	CGI_10026412	1707101070	2637461857	1934639084	2044124687	structural constituent of ribosome	other molecular function	F	1												
GO:0005840	CGI_10026412	1707101070	2637461857	1934639084	2044124687	ribosome	translational apparatus	C	1												
GO:0006412	CGI_10026412	1707101070	2637461857	1934639084	2044124687	translation	protein metabolism	P	1												
GO:0004616	CGI_10026515	1098218728	1808222880	1621664009	1765650816	phosphogluconate dehydrogenase (decarboxylating) activity	other molecular function	F	1												
GO:0006098	CGI_10026515	1098218728	1808222880	1621664009	1765650816	pentose-phosphate shunt	other metabolic processes	P	1												
GO:0019521	CGI_10026515	1098218728	1808222880	1621664009	1765650816	D-gluconate metabolic process	other metabolic processes	P	1												
GO:0003712	CGI_10026535	2101798518	5713137289	4347514556	4823257304	transcription cofactor activity	transcription regulatory activity	F	1												
GO:0005525	CGI_10026535	2101798518	5713137289	4347514556	4823257304	GTP binding	other molecular function	F	1												
GO:0007264	CGI_10026535	2101798518	5713137289	4347514556	4823257304	small GTPase mediated signal transduction	signal transduction	P	1												
GO:0016020	CGI_10026535	2101798518	5713137289	4347514556	4823257304	membrane	other membranes	C	1												
GO:0016442	CGI_10026535	2101798518	5713137289	4347514556	4823257304	RNA-induced silencing complex	other cellular component	C	1												
GO:0035194	CGI_10026535	2101798518	5713137289	4347514556	4823257304	posttranscriptional gene silencing by RNA	other metabolic processes	P	1												
GO:0004672	CGI_10026641	5394215671	14801425754	9233279466	15622927638	protein kinase activity	kinase activity	F	1												
GO:0005524	CGI_10026641	5394215671	14801425754	9233279466	15622927638	ATP binding	other molecular function	F	1												
GO:0005737	CGI_10026681	2890285728	6444585948	2951773212	4613871726	cytoplasm	other cellular component	C	1												
GO:0016620	CGI_10026867	783077014	2390879959	1300823908	2326930431	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	other molecular function	F	1												
GO:0016620	CGI_10026868	519646467	1902031016	1248542652	1927326569	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"	other molecular function	F	1												
GO:0005524	CGI_10026913	3092860007	8204443994	3320257168	4052772716	ATP binding	other molecular function	F	1												
GO:0005737	CGI_10026913	3092860007	8204443994	3320257168	4052772716	cytoplasm	other cellular component	C	1												
GO:0006457	CGI_10026913	3092860007	8204443994	3320257168	4052772716	protein folding	protein metabolism	P	1												
GO:0004197	CGI_10027022	12481875014	10831527357	11391506616	6290407634	cysteine-type endopeptidase activity	other molecular function	F	1												
GO:0050790	CGI_10027022	12481875014	10831527357	11391506616	6290407634	regulation of catalytic activity	other biological processes	P	1												
GO:0005524	CGI_10027129	538143614	2682806249	842727891	2357008310	ATP binding	other molecular function	F	1												
GO:0003723	CGI_10027157	2401218065	5151430788	3602420829	4779204382	RNA binding	nucleic acid binding activity	F	1												
GO:0003735	CGI_10027192	5449654907	12088247610	9492829079	11135338140	structural constituent of ribosome	other molecular function	F	1												
GO:0005840	CGI_10027192	5449654907	12088247610	9492829079	11135338140	ribosome	translational apparatus	C	1												
GO:0006412	CGI_10027192	5449654907	12088247610	9492829079	11135338140	translation	protein metabolism	P	1												
GO:0008097	CGI_10027192	5449654907	12088247610	9492829079	11135338140	5S rRNA binding	nucleic acid binding activity	F	1												
GO:0005737	CGI_10027210	11538180839	403998949	216539339	430185745	cytoplasm	other cellular component	C	1												
GO:0018738	CGI_10027210	11538180839	403998949	216539339	430185745	S-formylglutathione hydrolase activity	other molecular function	F	1												
GO:0046294	CGI_10027210	11538180839	403998949	216539339	430185745	formaldehyde catabolic process	other metabolic processes	P	1												
GO:0005452	CGI_10027254	752834631	2102220997	2335041390	2459946134	inorganic anion exchanger activity	transporter activity	F	1												
GO:0016021	CGI_10027254	752834631	2102220997	2335041390	2459946134	integral to membrane	other membranes	C	1												
GO:0015031	CGI_10027384	1209908318	1461034864	1226525623	1310603115	protein transport	transport	P	1												
GO:0016567	CGI_10027448	999016370	2051557998	1047513214	2017137879	protein ubiquitination	protein metabolism	P	1												
GO:0005509	CGI_10027449	813438095	2438304235	1275259037	2805566397	calcium ion binding	other molecular function	F	1												
GO:0004760	CGI_10027501	312458205	2157401469	857678314	2083245267	serine-pyruvate transaminase activity	other molecular function	F	1												
GO:0008453	CGI_10027501	312458205	2157401469	857678314	2083245267	alanine-glyoxylate transaminase activity	other molecular function	F	1												
GO:0035253	CGI_10027502	3557149203	8479463042	4177145111	9394966893	ciliary rootlet	cytoskeleton	C	1												
GO:0051297	CGI_10027502	3557149203	8479463042	4177145111	9394966893	centrosome organization	cell organization and biogenesis	P	1												
GO:0000287	CGI_10027722	806047132	1896416427	849216264	2239189383	magnesium ion binding	other molecular function	F	1												
GO:0004427	CGI_10027722	806047132	1896416427	849216264	2239189383	inorganic diphosphatase activity	other molecular function	F	1												
GO:0005737	CGI_10027722	806047132	1896416427	849216264	2239189383	cytoplasm	other cellular component	C	1												
GO:0006796	CGI_10027722	806047132	1896416427	849216264	2239189383	phosphate metabolic process	other metabolic processes	P	1												
GO:0005623	CGI_10027917	3388820284	5823729518	4166037387	5475555064	cell	other cellular component	C	1												
GO:0016491	CGI_10027917	3388820284	5823729518	4166037387	5475555064	oxidoreductase activity	other molecular function	F	1												
GO:0045454	CGI_10027917	3388820284	5823729518	4166037387	5475555064	cell redox homeostasis	other biological processes	P	1												
GO:0006511	CGI_10028032	1542135511	2121077435	1448215679	1709649388	ubiquitin-dependent protein catabolic process	protein metabolism	P	1												
GO:0016301	CGI_10028032	1542135511	2121077435	1448215679	1709649388	kinase activity	kinase activity	F	1												
GO:0004177	CGI_10028148	3275425500	6935199266	5227440927	6607390823	aminopeptidase activity	other molecular function	F	1												
GO:0008237	CGI_10028148	3275425500	6935199266	5227440927	6607390823	metallopeptidase activity	other molecular function	F	1												
GO:0008270	CGI_10028148	3275425500	6935199266	5227440927	6607390823	zinc ion binding	other molecular function	F	1												
GO:0003735	CGI_10028202	1789183637	6928077290	4810149568	6782595814	structural constituent of ribosome	other molecular function	F	1												
GO:0005840	CGI_10028202	1789183637	6928077290	4810149568	6782595814	ribosome	translational apparatus	C	1												
GO:0006412	CGI_10028202	1789183637	6928077290	4810149568	6782595814	translation	protein metabolism	P	1												
GO:0000166	CGI_10028368	3171549420	9329120848	5318733262	10173631765	nucleotide binding	other molecular function	F	1												
GO:0003676	CGI_10028368	3171549420	9329120848	5318733262	10173631765	nucleic acid binding	nucleic acid binding activity	F	1												
GO:0019013	CGI_10028368	3171549420	9329120848	5318733262	10173631765	viral nucleocapsid	other cellular component	C	1												
GO:0030529	CGI_10028368	3171549420	9329120848	5318733262	10173631765	ribonucleoprotein complex	other cellular component	C	1												
GO:0000287	CGI_10028384	581667691	5244548200	2141982787	207661561	magnesium ion binding	other molecular function	F	1												
GO:0005975	CGI_10028384	581667691	5244548200	2141982787	207661561	carbohydrate metabolic process	other metabolic processes	P	1												
GO:0016868	CGI_10028384	581667691	5244548200	2141982787	207661561	"intramolecular transferase activity, phosphotransferases"	other molecular function	F	1												
GO:0000166	CGI_10028469	2426756354	5757181940	3851562702	5666670214	nucleotide binding	other molecular function	F	1												
GO:0003676	CGI_10028469	2426756354	5757181940	3851562702	5666670214	nucleic acid binding	nucleic acid binding activity	F	1												
GO:0019013	CGI_10028469	2426756354	5757181940	3851562702	5666670214	viral nucleocapsid	other cellular component	C	1												
GO:0030529	CGI_10028469	2426756354	5757181940	3851562702	5666670214	ribonucleoprotein complex	other cellular component	C	1												
GO:0003995	CGI_10028471	949843501	2482128716	1779352160	1987572869	acyl-CoA dehydrogenase activity	other molecular function	F	1												
GO:0050660	CGI_10028471	949843501	2482128716	1779352160	1987572869	FAD binding	other molecular function	F	1												
GO:0005890	CGI_10028508	1034818691	4603836907	3220826916	5076768147	sodium:potassium-exchanging ATPase complex	other membranes	C	1												
GO:0005890	CGI_10028508	1034818691	4603836907	3220826916	5076768147	sodium:potassium-exchanging ATPase complex	plasma membrane	C	1												
GO:0006813	CGI_10028508	1034818691	4603836907	3220826916	5076768147	potassium ion transport	transport	P	1												
GO:0006814	CGI_10028508	1034818691	4603836907	3220826916	5076768147	sodium ion transport	transport	P	1												
GO:0004148	CGI_10028528	198393205	2553963309	1062113404	2253149730	dihydrolipoyl dehydrogenase activity	other molecular function	F	1												
GO:0004930	CGI_10028528	198393205	2553963309	1062113404	2253149730	G-protein coupled receptor activity	signal transduction activity	F	1												
GO:0005623	CGI_10028528	198393205	2553963309	1062113404	2253149730	cell	other cellular component	C	1												
GO:0007166	CGI_10028528	198393205	2553963309	1062113404	2253149730	cell surface receptor linked signal transduction	signal transduction	P	1												
GO:0016021	CGI_10028528	198393205	2553963309	1062113404	2253149730	integral to membrane	other membranes	C	1												
GO:0045454	CGI_10028528	198393205	2553963309	1062113404	2253149730	cell redox homeostasis	other biological processes	P	1												
GO:0050660	CGI_10028528	198393205	2553963309	1062113404	2253149730	FAD binding	other molecular function	F	1												
GO:0005524	CGI_10028599	69252503610	1.34E+11	98358630180	1.49E+11	ATP binding	other molecular function	F	1												
GO:0005524	CGI_10028600	69252503610	1.34E+11	98358630180	1.49E+11	ATP binding	other molecular function	F	1												
GO:0005524	CGI_10028601	69252503610	1.34E+11	98358630180	1.49E+11	ATP binding	other molecular function	F	1												
GO:0005524	CGI_10028603	69252503610	1.34E+11	98358630180	1.49E+11	ATP binding	other molecular function	F	1												
GO:0003824	CGI_10028694	4252364405	8548084566	5926484933	7914676701	catalytic activity	other molecular function	F	1												
GO:0008152	CGI_10028694	4252364405	8548084566	5926484933	7914676701	metabolic process	other metabolic processes	P	1												
GO:0005093	CGI_10028701	1383662306	4098788533	2373209675	4228553686	Rab GDP-dissociation inhibitor activity	enzyme regulator activity	F	1												
GO:0005622	CGI_10028701	1383662306	4098788533	2373209675	4228553686	intracellular	other cellular component	C	1												
GO:0007264	CGI_10028701	1383662306	4098788533	2373209675	4228553686	small GTPase mediated signal transduction	signal transduction	P	1												
GO:0015031	CGI_10028701	1383662306	4098788533	2373209675	4228553686	protein transport	transport	P	1												
GO:0016491	CGI_10028701	1383662306	4098788533	2373209675	4228553686	oxidoreductase activity	other molecular function	F	1												
GO:0000049	CGI_10028856	901092555	1665046910	1124117287	1543299961	tRNA binding	nucleic acid binding activity	F	1												
GO:0003743	CGI_10028856	901092555	1665046910	1124117287	1543299961	translation initiation factor activity	nucleic acid binding activity	F	1												
GO:0004813	CGI_10028856	901092555	1665046910	1124117287	1543299961	alanine-tRNA ligase activity	other molecular function	F	1												
GO:0005524	CGI_10028856	901092555	1665046910	1124117287	1543299961	ATP binding	other molecular function	F	1												
GO:0005525	CGI_10028856	901092555	1665046910	1124117287	1543299961	GTP binding	other molecular function	F	1												
GO:0005737	CGI_10028856	901092555	1665046910	1124117287	1543299961	cytoplasm	other cellular component	C	1												
GO:0006419	CGI_10028856	901092555	1665046910	1124117287	1543299961	alanyl-tRNA aminoacylation	RNA metabolism	P	1												
GO:0006419	CGI_10028856	901092555	1665046910	1124117287	1543299961	alanyl-tRNA aminoacylation	protein metabolism	P	1												
GO:0008270	CGI_10028856	901092555	1665046910	1124117287	1543299961	zinc ion binding	other molecular function	F	1												
