Protein	Len	27	32	LogFoldChange	absolute value logfoldchange	Zstatistic	absolute value Zstatistic	fdr	FDRup	FDRdown																												
CHOYP_BRAFLDRAFT_126943.1.3|m.6839	225	28	17	-0.744	0.744	-2.4177	2.4177	0	0.592564	0	CHOYP_BRAFLDRAFT_126943.1.3|m.6839	A8MGS9	Y1076_ALKOO	25.64	195	121	9	31	215	3	183	0.0000002	53.5	1	A8MGS9	Y1076_ALKOO	reviewed	Uncharacterized methyltransferase Clos_1076 (EC 2.1.1.-)	Clos_1076	Alkaliphilus oremlandii (strain OhILAs) (Clostridium oremlandii (strain OhILAs))	216		GO:0008168					methyltransferase activity [GO:0008168]
CHOYP_PHUM_PHUM076810.1.1|m.24070	1726	61	37	-0.738	0.738	-3.6335	3.6335	0	0.587552	0	CHOYP_PHUM_PHUM076810.1.1|m.24070	Q14315	FLNC_HUMAN	25.13	1723	1062	56	135	1692	195	1854	6.00E-107	384	1	Q14315	FLNC_HUMAN	reviewed	Filamin-C (FLN-C) (FLNc) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin)	FLNC ABPL FLN2	Homo sapiens (Human)	2725	cell junction assembly [GO:0034329]; muscle fiber development [GO:0048747]	GO:0005737; GO:0005829; GO:0005856; GO:0005886; GO:0005925; GO:0008092; GO:0016528; GO:0030018; GO:0030506; GO:0034329; GO:0042383; GO:0043034; GO:0048747			cd00014;	PF00307;PF00630;	costamere [GO:0043034]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; sarcoplasm [GO:0016528]; Z disc [GO:0030018]; ankyrin binding [GO:0030506]; cytoskeletal protein binding [GO:0008092]; cell junction assembly [GO:0034329]; muscle fiber development [GO:0048747]
CHOYP_GSLG1.3.3|m.66468	1204	27	16	-0.732	0.732	-2.2978	2.2978	0	0.593776	0	CHOYP_GSLG1.3.3|m.66468	Q61543	GSLG1_MOUSE	43.71	1112	566	16	105	1201	107	1173	0	947	1	Q61543	GSLG1_MOUSE	reviewed	Golgi apparatus protein 1 (E-selectin ligand 1) (ESL-1) (Selel) (Golgi sialoglycoprotein MG-160)	Glg1 Esl1 Mg160 Selel	Mus musculus (Mouse)	1175	bone morphogenesis [GO:0060349]; negative regulation of protein processing [GO:0010955]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; regulation of chondrocyte differentiation [GO:0032330]	GO:0000139; GO:0005578; GO:0005794; GO:0005886; GO:0010955; GO:0016020; GO:0016021; GO:0017134; GO:0030512; GO:0032330; GO:0060349; GO:0070062				PF00839;	extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]; proteinaceous extracellular matrix [GO:0005578]; fibroblast growth factor binding [GO:0017134]; bone morphogenesis [GO:0060349]; negative regulation of protein processing [GO:0010955]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; regulation of chondrocyte differentiation [GO:0032330]
CHOYP_NEMVEDRAFT_V1G180651.1.2|m.2808	382	34	21	-0.721	0.721	-2.4949	2.4949	0	0.591903	0	CHOYP_NEMVEDRAFT_V1G180651.1.2|m.2808	P06797	CATL1_MOUSE	56.52	322	130	6	67	381	15	333	2.00E-122	363	1	P06797	CATL1_MOUSE	reviewed	Cathepsin L1 (EC 3.4.22.15) (Cathepsin L) (Major excreted protein) (MEP) (p39 cysteine proteinase) [Cleaved into: Cathepsin L1 heavy chain; Cathepsin L1 light chain]	Ctsl Ctsl1	Mus musculus (Mouse)	334	autophagic cell death [GO:0048102]; cell communication [GO:0007154]; cellular response to starvation [GO:0009267]; decidualization [GO:0046697]; hair follicle morphogenesis [GO:0031069]; male gonad development [GO:0008584]; multicellular organism aging [GO:0010259]; negative regulation of keratinocyte proliferation [GO:0010839]; nerve development [GO:0021675]; protein autoprocessing [GO:0016540]; protein processing [GO:0016485]; proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]; regulation of actin cytoskeleton reorganization [GO:2000249]; response to glucocorticoid [GO:0051384]; response to glucose [GO:0009749]; response to gonadotropin [GO:0034698]; response to odorant [GO:1990834]; response to organic cyclic compound [GO:0014070]; Sertoli cell differentiation [GO:0060008]; spermatogenesis [GO:0007283]	GO:0004177; GO:0004197; GO:0005615; GO:0005634; GO:0005730; GO:0005737; GO:0005764; GO:0005773; GO:0005902; GO:0006508; GO:0007154; GO:0007283; GO:0008584; GO:0009267; GO:0009749; GO:0009897; GO:0010259; GO:0010839; GO:0014070; GO:0016485; GO:0016540; GO:0016807; GO:0021675; GO:0030141; GO:0031069; GO:0031410; GO:0034698; GO:0042277; GO:0042393; GO:0043005; GO:0043204; GO:0045177; GO:0046697; GO:0048102; GO:0051384; GO:0051603; GO:0060008; GO:0070062; GO:1990834; GO:2000249				PF08246;PF00112;	apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; lysosome [GO:0005764]; microvillus [GO:0005902]; neuron projection [GO:0043005]; nucleolus [GO:0005730]; nucleus [GO:0005634]; perikaryon [GO:0043204]; secretory granule [GO:0030141]; vacuole [GO:0005773]; aminopeptidase activity [GO:0004177]; cysteine-type carboxypeptidase activity [GO:0016807]; cysteine-type endopeptidase activity [GO:0004197]; histone binding [GO:0042393]; peptide binding [GO:0042277]; autophagic cell death [GO:0048102]; cell communication [GO:0007154]; cellular response to starvation [GO:0009267]; decidualization [GO:0046697]; hair follicle morphogenesis [GO:0031069]; male gonad development [GO:0008584]; multicellular organism aging [GO:0010259]; negative regulation of keratinocyte proliferation [GO:0010839]; nerve development [GO:0021675]; protein autoprocessing [GO:0016540]; protein processing [GO:0016485]; proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]; regulation of actin cytoskeleton reorganization [GO:2000249]; response to glucocorticoid [GO:0051384]; response to glucose [GO:0009749]; response to gonadotropin [GO:0034698]; response to odorant [GO:1990834]; response to organic cyclic compound [GO:0014070]; Sertoli cell differentiation [GO:0060008]; spermatogenesis [GO:0007283]
CHOYP_TMEM2.4.4|m.28440	1090	45	28	-0.717	0.717	-2.8609	2.8609	0	0.589721	0	CHOYP_TMEM2.4.4|m.28440	Q54KF6	Y7365_DICDI	27.61	641	391	17	344	931	185	805	3.00E-68	252	1	Q54KF6	Y7365_DICDI	reviewed	Protein DDB_G0287365	DDB_G0287365	Dictyostelium discoideum (Slime mold)	1099						PF10162;	
CHOYP_TXND3.4.4|m.64014	805	42	26	-0.714	0.714	-2.7463	2.7463	0	0.590282	0	CHOYP_TXND3.4.4|m.64014	Q86XW9	TXND6_HUMAN	48.86	307	146	2	1	307	1	296	2.00E-85	281	1	Q86XW9	TXND6_HUMAN	reviewed	Thioredoxin domain-containing protein 6 (Thioredoxin-like protein 2) (Txl-2)	NME9 TXL2 TXNDC6	Homo sapiens (Human)	330	cell redox homeostasis [GO:0045454]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]	GO:0004550; GO:0005737; GO:0005856; GO:0006183; GO:0006228; GO:0006241; GO:0045454				PF00334;PF00085;	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleoside diphosphate kinase activity [GO:0004550]; cell redox homeostasis [GO:0045454]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]
CHOYP_LOC100377783.1.1|m.14549	796	43	27	-0.699	0.699	-2.8002	2.8002	0	0.590009	0	CHOYP_LOC100377783.1.1|m.14549	P56399	UBP5_MOUSE	55.5	854	316	12	2	795	7	856	0	958	1	P56399	UBP5_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.4.19.12) (Deubiquitinating enzyme 5) (Isopeptidase T) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5)	Usp5 Isot	Mus musculus (Mouse)	858	positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0004843; GO:0006511; GO:0008270; GO:0016579; GO:0032436; GO:0043130; GO:0071108				PF00627;PF00443;PF02148;	thiol-dependent ubiquitin-specific protease activity [GO:0004843]; ubiquitin binding [GO:0043130]; zinc ion binding [GO:0008270]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; ubiquitin-dependent protein catabolic process [GO:0006511]
CHOYP_BRAFLDRAFT_58035.2.2|m.65815	139	37	24	-0.684	0.684	-2.5791	2.5791	0	0.59128	0																												
CHOYP_DUOX1.4.4|m.44613	270	32	21	-0.676	0.676	-2.3925	2.3925	0	0.592799	0	CHOYP_DUOX1.4.4|m.44613	Q01105	SET_HUMAN	78.3	212	45	1	10	220	24	235	7.00E-116	341	1	Q01105	SET_HUMAN	reviewed	Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I)	SET	Homo sapiens (Human)	290	"DNA replication [GO:0006260]; negative regulation of histone acetylation [GO:0035067]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of transcription, DNA-templated [GO:0045892]; nucleocytoplasmic transport [GO:0006913]; nucleosome assembly [GO:0006334]; nucleosome disassembly [GO:0006337]; regulation of mRNA stability [GO:0043488]; viral process [GO:0016032]"	GO:0003677; GO:0004864; GO:0005634; GO:0005654; GO:0005737; GO:0005783; GO:0005811; GO:0005829; GO:0006260; GO:0006334; GO:0006337; GO:0006913; GO:0016032; GO:0019888; GO:0035067; GO:0042393; GO:0043234; GO:0043488; GO:0043524; GO:0045892; GO:0048471				PF00956;	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; lipid particle [GO:0005811]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein complex [GO:0043234]; DNA binding [GO:0003677]; histone binding [GO:0042393]; protein phosphatase inhibitor activity [GO:0004864]; protein phosphatase regulator activity [GO:0019888]; DNA replication [GO:0006260]; negative regulation of histone acetylation [GO:0035067]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of transcription, DNA-templated [GO:0045892]; nucleocytoplasmic transport [GO:0006913]; nucleosome assembly [GO:0006334]; nucleosome disassembly [GO:0006337]; regulation of mRNA stability [GO:0043488]; viral process [GO:0016032]"
CHOYP_LOC101171340.1.1|m.29474	1081	51	33	-0.667	0.667	-2.8807	2.8807	0	0.589631	0	CHOYP_LOC101171340.1.1|m.29474	A3KPQ7	TMEM2_DANRE	27.76	1059	621	34	53	1022	143	1146	4.00E-99	347	1	A3KPQ7	TMEM2_DANRE	reviewed	Transmembrane protein 2	tmem2 si:dkey-24k20.1	Danio rerio (Zebrafish) (Brachydanio rerio)	1378	atrioventricular valve formation [GO:0003190]; cell migration to the midline involved in heart development [GO:0003318]; heart looping [GO:0001947]	GO:0001947; GO:0003190; GO:0003318; GO:0016021				PF10162;	integral component of membrane [GO:0016021]; atrioventricular valve formation [GO:0003190]; cell migration to the midline involved in heart development [GO:0003318]; heart looping [GO:0001947]
CHOYP_LINJ_09_0950.1.1|m.64023	207	106	68	-0.666	0.666	-4.0645	4.0645	0	0.586818	0	CHOYP_LINJ_09_0950.1.1|m.64023	P0CG55	UBB_SHEEP	62.7	244	1	2	1	154	61	304	3.00E-86	263	1	P0CG55	UBB_SHEEP	reviewed	Polyubiquitin-B [Cleaved into: Ubiquitin-related; Ubiquitin]	UBB	Ovis aries (Sheep)	305		GO:0005634; GO:0005737				PF00240;	cytoplasm [GO:0005737]; nucleus [GO:0005634]
CHOYP_MCM3.1.1|m.14853	830	41	27	-0.662	0.662	-2.6413	2.6413	0	0.590876	0	CHOYP_MCM3.1.1|m.14853	Q28BS0	MCM3Z_XENTR	68.28	826	233	12	6	829	11	809	0	1118	1	Q28BS0	MCM3Z_XENTR	reviewed	Zygotic DNA replication licensing factor mcm3 (EC 3.6.4.12) (Zygotic minichromosome maintenance protein 3) (zMCM3)	zmcm3 TNeu014d13.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	809	cell cycle [GO:0007049]; DNA replication initiation [GO:0006270]	GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006270; GO:0007049; GO:0042555				PF00493;PF14551;PF17207;	MCM complex [GO:0042555]; nucleus [GO:0005634]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; cell cycle [GO:0007049]; DNA replication initiation [GO:0006270]
CHOYP_VWDE.8.13|m.38775	228	27	18	-0.657	0.657	-2.0623	2.0623	0	0.596907	0	CHOYP_VWDE.8.13|m.38775	O46581	COX41_THEGE	31.65	139	84	4	73	205	10	143	3.00E-17	79.7	1	O46581	COX41_THEGE	reviewed	"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1) (Fragment)"	COX4I1 COX4	Theropithecus gelada (Gelada baboon)	144		GO:0004129; GO:0005743			cd00922;	PF02936;	mitochondrial inner membrane [GO:0005743]; cytochrome-c oxidase activity [GO:0004129]
CHOYP_LOC100369657.2.2|m.45309	552	34	23	-0.648	0.648	-2.373	2.373	0	0.592989	0	CHOYP_LOC100369657.2.2|m.45309	P19891	ASNS_CRIGR	57.96	559	224	4	1	550	1	557	0	694	1	P19891	ASNS_CRIGR	reviewed	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase)	ASNS AS	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	561	glutamine metabolic process [GO:0006541]; L-asparagine biosynthetic process [GO:0070981]	GO:0004066; GO:0005524; GO:0006541; GO:0070981	PATHWAY: Amino-acid biosynthesis; L-asparagine biosynthesis; L-asparagine from L-aspartate (L-Gln route): step 1/1.		cd01991;cd00712;	PF00733;PF13537;	asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066]; ATP binding [GO:0005524]; glutamine metabolic process [GO:0006541]; L-asparagine biosynthetic process [GO:0070981]
CHOYP_BRAFLDRAFT_127065.6.7|m.30727	310	30	20	-0.633	0.633	-2.1433	2.1433	0	0.595705	0	CHOYP_BRAFLDRAFT_127065.6.7|m.30727	Q62009	POSTN_MOUSE	34.22	263	163	7	46	302	110	368	3.00E-36	142	1	Q62009	POSTN_MOUSE	reviewed	Periostin (PN) (Osteoblast-specific factor 2) (OSF-2)	Postn Osf2	Mus musculus (Mouse)	838	bone regeneration [GO:1990523]; cell adhesion [GO:0007155]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to vitamin K [GO:0071307]; extracellular matrix organization [GO:0030198]; negative regulation of cell-matrix adhesion [GO:0001953]; negative regulation of substrate adhesion-dependent cell spreading [GO:1900025]; neuron projection extension [GO:1990138]; positive regulation of chemokine (C-C motif) ligand 2 secretion [GO:1904209]; positive regulation of smooth muscle cell migration [GO:0014911]; regulation of Notch signaling pathway [GO:0008593]; regulation of systemic arterial blood pressure [GO:0003073]; response to estradiol [GO:0032355]; response to hypoxia [GO:0001666]; response to mechanical stimulus [GO:0009612]; response to muscle activity [GO:0014850]; tissue development [GO:0009888]	GO:0001666; GO:0001953; GO:0003073; GO:0005578; GO:0005615; GO:0005802; GO:0007155; GO:0008201; GO:0008593; GO:0009612; GO:0009888; GO:0014850; GO:0014911; GO:0030198; GO:0031012; GO:0031594; GO:0032355; GO:0044344; GO:0046872; GO:0071307; GO:0071356; GO:0071560; GO:1900025; GO:1904209; GO:1990138; GO:1990523				PF02469;	extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; neuromuscular junction [GO:0031594]; proteinaceous extracellular matrix [GO:0005578]; trans-Golgi network [GO:0005802]; heparin binding [GO:0008201]; metal ion binding [GO:0046872]; bone regeneration [GO:1990523]; cell adhesion [GO:0007155]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular response to tumor necrosis factor [GO:0071356]; cellular response to vitamin K [GO:0071307]; extracellular matrix organization [GO:0030198]; negative regulation of cell-matrix adhesion [GO:0001953]; negative regulation of substrate adhesion-dependent cell spreading [GO:1900025]; neuron projection extension [GO:1990138]; positive regulation of chemokine (C-C motif) ligand 2 secretion [GO:1904209]; positive regulation of smooth muscle cell migration [GO:0014911]; regulation of Notch signaling pathway [GO:0008593]; regulation of systemic arterial blood pressure [GO:0003073]; response to estradiol [GO:0032355]; response to hypoxia [GO:0001666]; response to mechanical stimulus [GO:0009612]; response to muscle activity [GO:0014850]; tissue development [GO:0009888]
CHOYP_LOC100373522.5.5|m.54028	429	25	17	-0.625	0.625	-2.0222	2.0222	0	0.59756	0	CHOYP_LOC100373522.5.5|m.54028	Q95230	SP17_PAPHA	43.4	159	73	4	1	149	1	152	2.00E-30	120	1	Q95230	SP17_PAPHA	reviewed	Sperm surface protein Sp17 (Sperm autoantigenic protein 17)	SPA17 SP17	Papio hamadryas (Hamadryas baboon)	163	binding of sperm to zona pellucida [GO:0007339]	GO:0007339; GO:0016020				PF00612;PF02197;	membrane [GO:0016020]; binding of sperm to zona pellucida [GO:0007339]
CHOYP_LOC100371750.2.2|m.64949	1762	80	54	-0.621	0.621	-3.6878	3.6878	0	0.587448	0	CHOYP_LOC100371750.2.2|m.64949	P07942	LAMB1_HUMAN	43.02	1792	964	22	10	1759	9	1785	0	1479	1	P07942	LAMB1_HUMAN	reviewed	Laminin subunit beta-1 (Laminin B1 chain) (Laminin-1 subunit beta) (Laminin-10 subunit beta) (Laminin-12 subunit beta) (Laminin-2 subunit beta) (Laminin-6 subunit beta) (Laminin-8 subunit beta)	LAMB1	Homo sapiens (Human)	1786	cell adhesion [GO:0007155]; endodermal cell differentiation [GO:0035987]; extracellular matrix organization [GO:0030198]; neuronal-glial interaction involved in cerebral cortex radial glia guided migration [GO:0021812]; neuron projection development [GO:0031175]; odontogenesis [GO:0042476]; positive regulation of cell migration [GO:0030335]; positive regulation of epithelial cell proliferation [GO:0050679]; substrate adhesion-dependent cell spreading [GO:0034446]	GO:0005198; GO:0005201; GO:0005576; GO:0005604; GO:0005606; GO:0005607; GO:0005615; GO:0007155; GO:0021812; GO:0030198; GO:0030335; GO:0031012; GO:0031175; GO:0034446; GO:0035987; GO:0042476; GO:0043257; GO:0043259; GO:0048471; GO:0050679; GO:0070062				PF00053;PF00055;	basement membrane [GO:0005604]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; laminin-1 complex [GO:0005606]; laminin-10 complex [GO:0043259]; laminin-2 complex [GO:0005607]; laminin-8 complex [GO:0043257]; perinuclear region of cytoplasm [GO:0048471]; extracellular matrix structural constituent [GO:0005201]; structural molecule activity [GO:0005198]; cell adhesion [GO:0007155]; endodermal cell differentiation [GO:0035987]; extracellular matrix organization [GO:0030198]; neuron projection development [GO:0031175]; neuronal-glial interaction involved in cerebral cortex radial glia guided migration [GO:0021812]; odontogenesis [GO:0042476]; positive regulation of cell migration [GO:0030335]; positive regulation of epithelial cell proliferation [GO:0050679]; substrate adhesion-dependent cell spreading [GO:0034446]
CHOYP_LOC100376902.1.1|m.20390	528	36	25	-0.619	0.619	-2.3111	2.3111	0	0.59363	0	CHOYP_LOC100376902.1.1|m.20390	Q8BYM7	RSH4A_MOUSE	57.78	495	197	6	19	509	212	698	3.00E-176	521	1	Q8BYM7	RSH4A_MOUSE	reviewed	Radial spoke head protein 4 homolog A (Radial spoke head-like protein 3)	Rsph4a Rshl3	Mus musculus (Mouse)	716	axoneme assembly [GO:0035082]; cilium movement [GO:0003341]	GO:0001534; GO:0003341; GO:0005737; GO:0005930; GO:0035082				PF04712;	axoneme [GO:0005930]; cytoplasm [GO:0005737]; radial spoke [GO:0001534]; axoneme assembly [GO:0035082]; cilium movement [GO:0003341]
CHOYP_FLNA.1.6|m.11089	1860	70	48	-0.618	0.618	-3.3904	3.3904	0	0.588006	0	CHOYP_FLNA.1.6|m.11089	Q75JP5	Y2471_DICDI	32.67	101	64	2	146	242	1402	1502	0.0000009	58.2	1	Q75JP5	Y2471_DICDI	reviewed	Calponin homology domain-containing protein DDB_G0272472	DDB_G0272472	Dictyostelium discoideum (Slime mold)	1508					cd00014;	PF00307;	
CHOYP_QCR2.1.1|m.35613	312	75	51	-0.613	0.613	-3.5166	3.5166	0	0.587774	0	CHOYP_QCR2.1.1|m.35613	Q8VIG3	RSPH1_MOUSE	60.83	240	94	0	17	256	17	256	3.00E-93	285	1	Q8VIG3	RSPH1_MOUSE	reviewed	Radial spoke head 1 homolog (Male meiotic metaphase chromosome-associated acidic protein) (Meichroacidin) (Testis-specific gene A2 protein)	Rsph1 Tsga2	Mus musculus (Mouse)	301	axoneme assembly [GO:0035082]; meiotic cell cycle [GO:0051321]; spermatid development [GO:0007286]	GO:0000794; GO:0001520; GO:0005634; GO:0005737; GO:0005829; GO:0007286; GO:0031514; GO:0035082; GO:0036126; GO:0051321; GO:0072687				PF02493;	condensed nuclear chromosome [GO:0000794]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; meiotic spindle [GO:0072687]; motile cilium [GO:0031514]; nucleus [GO:0005634]; outer dense fiber [GO:0001520]; sperm flagellum [GO:0036126]; axoneme assembly [GO:0035082]; meiotic cell cycle [GO:0051321]; spermatid development [GO:0007286]
CHOYP_PP6R3.1.1|m.43072	991	44	31	-0.605	0.605	-2.6177	2.6177	0	0.591024	0	CHOYP_PP6R3.1.1|m.43072	Q5F471	PP6R3_CHICK	48.56	801	361	18	1	785	1	766	0	689	1	Q5F471	PP6R3_CHICK	reviewed	Serine/threonine-protein phosphatase 6 regulatory subunit 3 (SAPS domain family member 3)	PPP6R3 PP6R3 SAPS3 RCJMB04_2j4	Gallus gallus (Chicken)	873	regulation of phosphoprotein phosphatase activity [GO:0043666]	GO:0005654; GO:0005829; GO:0005886; GO:0043666				PF04499;	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; regulation of phosphoprotein phosphatase activity [GO:0043666]
CHOYP_ATP5H.1.1|m.22927	247	33	23	-0.587	0.587	-2.1036	2.1036	0	0.596275	0	CHOYP_ATP5H.1.1|m.22927	O75947	ATP5H_HUMAN	24.83	149	110	1	28	176	5	151	0.00000004	54.7	1	O75947	ATP5H_HUMAN	reviewed	"ATP synthase subunit d, mitochondrial (ATPase subunit d)"	ATP5H My032	Homo sapiens (Human)	161	ATP biosynthetic process [GO:0006754]; ATP hydrolysis coupled cation transmembrane transport [GO:0099132]; ATP synthesis coupled proton transport [GO:0015986]; mitochondrial ATP synthesis coupled proton transport [GO:0042776]	GO:0000274; GO:0005654; GO:0005739; GO:0005743; GO:0005753; GO:0005829; GO:0006754; GO:0015078; GO:0015986; GO:0022857; GO:0042776; GO:0070062; GO:0099132					"cytosol [GO:0005829]; extracellular exosome [GO:0070062]; mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; mitochondrial proton-transporting ATP synthase, stator stalk [GO:0000274]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; hydrogen ion transmembrane transporter activity [GO:0015078]; transmembrane transporter activity [GO:0022857]; ATP biosynthetic process [GO:0006754]; ATP hydrolysis coupled cation transmembrane transport [GO:0099132]; ATP synthesis coupled proton transport [GO:0015986]; mitochondrial ATP synthesis coupled proton transport [GO:0042776]"
CHOYP_FAT4.8.10|m.44748	1613	74	52	-0.58	0.58	-3.1961	3.1961	0	0.588448	0																												
CHOYP_TMEM2.1.4|m.6314	1007	41	29	-0.578	0.578	-2.4363	2.4363	0	0.592397	0	CHOYP_TMEM2.1.4|m.6314	A3KPQ7	TMEM2_DANRE	27.22	1014	608	30	12	951	189	1146	5.00E-94	331	1	A3KPQ7	TMEM2_DANRE	reviewed	Transmembrane protein 2	tmem2 si:dkey-24k20.1	Danio rerio (Zebrafish) (Brachydanio rerio)	1378	atrioventricular valve formation [GO:0003190]; cell migration to the midline involved in heart development [GO:0003318]; heart looping [GO:0001947]	GO:0001947; GO:0003190; GO:0003318; GO:0016021				PF10162;	integral component of membrane [GO:0016021]; atrioventricular valve formation [GO:0003190]; cell migration to the midline involved in heart development [GO:0003318]; heart looping [GO:0001947]
CHOYP_BRAFLDRAFT_271463.1.1|m.62869	642	37	27	-0.57	0.57	-2.4226	2.4226	0	0.592519	0	CHOYP_BRAFLDRAFT_271463.1.1|m.62869	Q5JVL4	EFHC1_HUMAN	54.23	638	283	5	1	636	6	636	0	713	1	Q5JVL4	EFHC1_HUMAN	reviewed	EF-hand domain-containing protein 1 (Myoclonin-1)	EFHC1	Homo sapiens (Human)	640	cerebral cortex cell migration [GO:0021795]	GO:0005509; GO:0005737; GO:0005813; GO:0005930; GO:0008022; GO:0021795; GO:0043025; GO:0072686			cd00051;	PF06565;	axoneme [GO:0005930]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; mitotic spindle [GO:0072686]; neuronal cell body [GO:0043025]; calcium ion binding [GO:0005509]; protein C-terminus binding [GO:0008022]; cerebral cortex cell migration [GO:0021795]
CHOYP_TBA3.1.1|m.5111	467	87	62	-0.566	0.566	-3.6193	3.6193	0	0.587579	0																												
CHOYP_SCP.8.12|m.57173	180	33	24	-0.562	0.562	-2.0926	2.0926	0	0.59644	0																												
CHOYP_LOC100375551.1.2|m.27488	312	65	47	-0.558	0.558	-2.9079	2.9079	0	0.58951	0	CHOYP_LOC100375551.1.2|m.27488	Q8VIG3	RSPH1_MOUSE	57.25	262	112	0	17	278	17	278	4.00E-93	285	1	Q8VIG3	RSPH1_MOUSE	reviewed	Radial spoke head 1 homolog (Male meiotic metaphase chromosome-associated acidic protein) (Meichroacidin) (Testis-specific gene A2 protein)	Rsph1 Tsga2	Mus musculus (Mouse)	301	axoneme assembly [GO:0035082]; meiotic cell cycle [GO:0051321]; spermatid development [GO:0007286]	GO:0000794; GO:0001520; GO:0005634; GO:0005737; GO:0005829; GO:0007286; GO:0031514; GO:0035082; GO:0036126; GO:0051321; GO:0072687				PF02493;	condensed nuclear chromosome [GO:0000794]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; meiotic spindle [GO:0072687]; motile cilium [GO:0031514]; nucleus [GO:0005634]; outer dense fiber [GO:0001520]; sperm flagellum [GO:0036126]; axoneme assembly [GO:0035082]; meiotic cell cycle [GO:0051321]; spermatid development [GO:0007286]
