Protein	Len	27	32	LogFoldChange	absolute value logfoldchange	Zstatistic	absolute value Zstatistic	fdr	FDRup	FDRdown																												
CHOYP_HEM3.1.1|m.28414	365	2	14	1.982	1.982	2.0661	2.0661	0	0	0.591951	CHOYP_HEM3.1.1|m.28414	Q2KIN5	HEM3_BOVIN	49.12	342	169	2	5	346	19	355	5.00E-106	322	1	Q2KIN5	HEM3_BOVIN	reviewed	Porphobilinogen deaminase (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS)	HMBS	Bos taurus (Bovine)	361	heme biosynthetic process [GO:0006783]; peptidyl-pyrromethane cofactor linkage [GO:0018160]; protoporphyrinogen IX biosynthetic process [GO:0006782]	GO:0004418; GO:0005737; GO:0006782; GO:0006783; GO:0018160	PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; coproporphyrinogen-III from 5-aminolevulinate: step 2/4.			PF01379;PF03900;	cytoplasm [GO:0005737]; hydroxymethylbilane synthase activity [GO:0004418]; heme biosynthetic process [GO:0006783]; peptidyl-pyrromethane cofactor linkage [GO:0018160]; protoporphyrinogen IX biosynthetic process [GO:0006782]
CHOYP_PHUM_PHUM241330.1.3|m.29132	171	3	13	1.3	1.3	2.0614	2.0614	0	0	0.592023	CHOYP_PHUM_PHUM241330.1.3|m.29132	Q4R979	RBM4_MACFA	32.77	119	63	3	7	125	74	175	7.00E-11	63.2	1	Q4R979	RBM4_MACFA	reviewed	RNA-binding protein 4 (RNA-binding motif protein 4)	RBM4 QtsA-10585	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	364	"cap-independent translational initiation [GO:0002190]; cell differentiation [GO:0030154]; circadian regulation of translation [GO:0097167]; entrainment of circadian clock by photoperiod [GO:0043153]; IRES-dependent translational initiation [GO:0002192]; miRNA mediated inhibition of translation [GO:0035278]; mRNA processing [GO:0006397]; negative regulation of translation [GO:0017148]; negative regulation of translational initiation [GO:0045947]; negative regulation of translation in response to stress [GO:0032055]; positive regulation of muscle cell differentiation [GO:0051149]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of nucleocytoplasmic transport [GO:0046822]; response to arsenic-containing substance [GO:0046685]; RNA splicing [GO:0008380]; stress-activated MAPK cascade [GO:0051403]"	GO:0000166; GO:0000381; GO:0002190; GO:0002192; GO:0003723; GO:0003729; GO:0003730; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006397; GO:0008270; GO:0008380; GO:0010494; GO:0016607; GO:0017148; GO:0030154; GO:0032055; GO:0035198; GO:0035278; GO:0036002; GO:0043153; GO:0045947; GO:0046685; GO:0046822; GO:0051149; GO:0051403; GO:0097157; GO:0097158; GO:0097167				PF00076;PF00098;	"cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; miRNA binding [GO:0035198]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; nucleotide binding [GO:0000166]; pre-mRNA binding [GO:0036002]; pre-mRNA intronic binding [GO:0097157]; pre-mRNA intronic pyrimidine-rich binding [GO:0097158]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; cap-independent translational initiation [GO:0002190]; cell differentiation [GO:0030154]; circadian regulation of translation [GO:0097167]; entrainment of circadian clock by photoperiod [GO:0043153]; IRES-dependent translational initiation [GO:0002192]; miRNA mediated inhibition of translation [GO:0035278]; mRNA processing [GO:0006397]; negative regulation of translation [GO:0017148]; negative regulation of translation in response to stress [GO:0032055]; negative regulation of translational initiation [GO:0045947]; positive regulation of muscle cell differentiation [GO:0051149]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of nucleocytoplasmic transport [GO:0046822]; response to arsenic-containing substance [GO:0046685]; RNA splicing [GO:0008380]; stress-activated MAPK cascade [GO:0051403]"
CHOYP_RL18A.1.8|m.12900	177	12	31	0.753	0.753	2.0604	2.0604	0	0	0.592039	CHOYP_RL18A.1.8|m.12900	Q02543	RL18A_HUMAN	70.45	176	52	0	1	176	1	176	3.00E-90	268	1	Q02543	RL18A_HUMAN	reviewed	60S ribosomal protein L18a (Large ribosomal subunit protein eL20)	RPL18A	Homo sapiens (Human)	176	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; response to antineoplastic agent [GO:0097327]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"	GO:0000184; GO:0003723; GO:0003735; GO:0005829; GO:0006364; GO:0006412; GO:0006413; GO:0006614; GO:0016020; GO:0019083; GO:0022625; GO:0097327				PF01775;	"cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; membrane [GO:0016020]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; response to antineoplastic agent [GO:0097327]; rRNA processing [GO:0006364]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]; viral transcription [GO:0019083]"
CHOYP_TPP2.1.1|m.24017	1254	32	61	0.451	0.451	2.0587	2.0587	0	0	0.592065	CHOYP_TPP2.1.1|m.24017	P29144	TPP2_HUMAN	52.74	1259	562	13	1	1242	1	1243	0	1309	1	P29144	TPP2_HUMAN	reviewed	Tripeptidyl-peptidase 2 (TPP-2) (EC 3.4.14.10) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase II) (TPP-II)	TPP2	Homo sapiens (Human)	1249	protein polyubiquitination [GO:0000209]; proteolysis [GO:0006508]	GO:0000209; GO:0004175; GO:0004177; GO:0004252; GO:0005654; GO:0005737; GO:0005829; GO:0006508; GO:0008240; GO:0016604; GO:0042277			cd04857;	PF00082;PF12580;	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; aminopeptidase activity [GO:0004177]; endopeptidase activity [GO:0004175]; peptide binding [GO:0042277]; serine-type endopeptidase activity [GO:0004252]; tripeptidyl-peptidase activity [GO:0008240]; protein polyubiquitination [GO:0000209]; proteolysis [GO:0006508]
CHOYP_BRAFLDRAFT_103544.1.1|m.38439	2603	32	61	0.43	0.43	2.0449	2.0449	0	0	0.592285	CHOYP_BRAFLDRAFT_103544.1.1|m.38439	P0C6B8	SVEP1_RAT	26.55	1857	1220	55	206	1964	1684	3494	6.00E-150	528	1	P0C6B8	SVEP1_RAT	reviewed	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"	Svep1	Rattus norvegicus (Rat)	3564	cell adhesion [GO:0007155]	GO:0005509; GO:0005576; GO:0005737; GO:0007155; GO:0016020			cd00033;cd00152;	PF00008;PF07645;PF07699;PF02494;PF00354;PF00084;PF00092;	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; cell adhesion [GO:0007155]
CHOYP_PAK1.1.1|m.50796	498	15	34	0.605	0.605	2.0441	2.0441	0	0	0.592298	CHOYP_PAK1.1.1|m.50796	Q08E52	PAK1_BOVIN	51.47	476	199	7	42	495	75	540	5.00E-155	459	1	Q08E52	PAK1_BOVIN	reviewed	Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (p21-activated kinase 1) (PAK-1) (p65-PAK)	PAK1	Bos taurus (Bovine)	544	actin cytoskeleton organization [GO:0030036]; actin cytoskeleton reorganization [GO:0031532]; apoptotic process [GO:0006915]; axonogenesis [GO:0007409]; branching morphogenesis of an epithelial tube [GO:0048754]; exocytosis [GO:0006887]; negative regulation of cell proliferation involved in contact inhibition [GO:0060244]; positive regulation of cell migration [GO:0030335]; positive regulation of cell proliferation [GO:0008284]; positive regulation of intracellular estrogen receptor signaling pathway [GO:0033148]; positive regulation of JUN kinase activity [GO:0043507]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of stress fiber assembly [GO:0051496]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; wound healing [GO:0042060]	GO:0001726; GO:0001934; GO:0004674; GO:0004702; GO:0005518; GO:0005524; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0005911; GO:0005925; GO:0006468; GO:0006887; GO:0006915; GO:0007409; GO:0008284; GO:0030036; GO:0030335; GO:0031532; GO:0032587; GO:0033138; GO:0033148; GO:0042060; GO:0043234; GO:0043507; GO:0046777; GO:0048754; GO:0051496; GO:0060244; GO:0071437			cd01093;	PF00786;PF00069;	"cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; invadopodium [GO:0071437]; plasma membrane [GO:0005886]; protein complex [GO:0043234]; ruffle [GO:0001726]; ruffle membrane [GO:0032587]; ATP binding [GO:0005524]; collagen binding [GO:0005518]; protein serine/threonine kinase activity [GO:0004674]; signal transducer, downstream of receptor, with serine/threonine kinase activity [GO:0004702]; actin cytoskeleton organization [GO:0030036]; actin cytoskeleton reorganization [GO:0031532]; apoptotic process [GO:0006915]; axonogenesis [GO:0007409]; branching morphogenesis of an epithelial tube [GO:0048754]; exocytosis [GO:0006887]; negative regulation of cell proliferation involved in contact inhibition [GO:0060244]; positive regulation of cell migration [GO:0030335]; positive regulation of cell proliferation [GO:0008284]; positive regulation of intracellular estrogen receptor signaling pathway [GO:0033148]; positive regulation of JUN kinase activity [GO:0043507]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of stress fiber assembly [GO:0051496]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; wound healing [GO:0042060]"
CHOYP_LOC100372131.1.2|m.36461	678	67	116	0.325	0.325	2.0387	2.0387	0	0	0.592386	CHOYP_LOC100372131.1.2|m.36461	Q14117	DPYS_HUMAN	68.34	518	156	2	110	619	2	519	0	751	1	Q14117	DPYS_HUMAN	reviewed	Dihydropyrimidinase (DHP) (DHPase) (EC 3.5.2.2) (Dihydropyrimidine amidohydrolase) (Hydantoinase)	DPYS	Homo sapiens (Human)	519	beta-alanine metabolic process [GO:0019482]; protein homotetramerization [GO:0051289]; pyrimidine nucleobase catabolic process [GO:0006208]; pyrimidine nucleoside catabolic process [GO:0046135]; thymine catabolic process [GO:0006210]; uracil catabolic process [GO:0006212]	GO:0002058; GO:0002059; GO:0004157; GO:0005829; GO:0006208; GO:0006210; GO:0006212; GO:0008270; GO:0016597; GO:0019482; GO:0046135; GO:0051289; GO:0070062			cd01314;	PF01979;	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; amino acid binding [GO:0016597]; dihydropyrimidinase activity [GO:0004157]; thymine binding [GO:0002059]; uracil binding [GO:0002058]; zinc ion binding [GO:0008270]; beta-alanine metabolic process [GO:0019482]; protein homotetramerization [GO:0051289]; pyrimidine nucleobase catabolic process [GO:0006208]; pyrimidine nucleoside catabolic process [GO:0046135]; thymine catabolic process [GO:0006210]; uracil catabolic process [GO:0006212]
CHOYP_BRAFLDRAFT_115951.1.1|m.22622	466	14	34	0.676	0.676	2.033	2.033	0	0	0.59248	CHOYP_BRAFLDRAFT_115951.1.1|m.22622	P17276	PH4H_DROME	64.65	413	138	3	50	462	46	450	0	566	1	P17276	PH4H_DROME	reviewed	Protein henna (EC 1.14.16.1) (EC 1.14.16.4) (Phe-4-monooxygenase) (Phenylalanine-4-hydroxylase) (PAH) (Tryptophan 5-hydroxylase) (TRH) (Tryptophan 5-monooxygenase)	Hn pah Tph CG7399	Drosophila melanogaster (Fruit fly)	452	eye pigment biosynthetic process [GO:0006726]; long-term memory [GO:0007616]; L-phenylalanine catabolic process [GO:0006559]; phagocytosis [GO:0006909]; serotonin biosynthetic process [GO:0042427]	GO:0004505; GO:0004510; GO:0005506; GO:0005811; GO:0006559; GO:0006726; GO:0006909; GO:0007616; GO:0016597; GO:0042427	PATHWAY: Amino-acid degradation; L-phenylalanine degradation; acetoacetate and fumarate from L-phenylalanine: step 1/6.			PF00351;	lipid particle [GO:0005811]; amino acid binding [GO:0016597]; iron ion binding [GO:0005506]; phenylalanine 4-monooxygenase activity [GO:0004505]; tryptophan 5-monooxygenase activity [GO:0004510]; eye pigment biosynthetic process [GO:0006726]; L-phenylalanine catabolic process [GO:0006559]; long-term memory [GO:0007616]; phagocytosis [GO:0006909]; serotonin biosynthetic process [GO:0042427]
CHOYP_LOC100215454.1.1|m.40627	439	0	9	2.497	2.497	2.0325	2.0325	0	0	0.592488	CHOYP_LOC100215454.1.1|m.40627	P43143	ACHA6_RAT	33.03	218	134	5	16	223	22	237	2.00E-21	99.8	1	P43143	ACHA6_RAT	reviewed	Neuronal acetylcholine receptor subunit alpha-6	Chrna6 Acra6	Rattus norvegicus (Rat)	493	"cation transmembrane transport [GO:0098655]; neuromuscular synaptic transmission [GO:0007274]; positive regulation of dopamine secretion [GO:0033603]; protein heterooligomerization [GO:0051291]; response to nicotine [GO:0035094]; synaptic transmission, cholinergic [GO:0007271]"	GO:0005892; GO:0007271; GO:0007274; GO:0008144; GO:0016020; GO:0022848; GO:0030054; GO:0033603; GO:0035094; GO:0045211; GO:0051291; GO:0098655				PF02931;PF02932;	"acetylcholine-gated channel complex [GO:0005892]; cell junction [GO:0030054]; membrane [GO:0016020]; postsynaptic membrane [GO:0045211]; acetylcholine-gated cation-selective channel activity [GO:0022848]; drug binding [GO:0008144]; cation transmembrane transport [GO:0098655]; neuromuscular synaptic transmission [GO:0007274]; positive regulation of dopamine secretion [GO:0033603]; protein heterooligomerization [GO:0051291]; response to nicotine [GO:0035094]; synaptic transmission, cholinergic [GO:0007271]"
CHOYP_LOC100373083.1.2|m.19987	619	6	20	1.014	1.014	2.0313	2.0313	0	0	0.592508																												
CHOYP_AL1A1.1.1|m.24832	528	32	61	0.431	0.431	2.0252	2.0252	0	0	0.59261	CHOYP_AL1A1.1.1|m.24832	Q8MI17	AL1A1_RABIT	63.58	486	174	2	43	527	13	496	0	658	1	Q8MI17	AL1A1_RABIT	reviewed	"Retinal dehydrogenase 1 (RALDH 1) (RalDH1) (EC 1.2.1.-) (EC 1.2.1.36) (Aldehyde dehydrogenase family 1 member A1) (Aldehyde dehydrogenase, cytosolic)"	ALDH1A1	Oryctolagus cuniculus (Rabbit)	496	oxidation-reduction process [GO:0055114]; retinoid metabolic process [GO:0001523]; retinol metabolic process [GO:0042572]	GO:0001523; GO:0001758; GO:0004029; GO:0005829; GO:0042572; GO:0055114	PATHWAY: Cofactor metabolism; retinol metabolism. {ECO:0000250|UniProtKB:P51647}.			PF00171;	cytosol [GO:0005829]; aldehyde dehydrogenase (NAD) activity [GO:0004029]; retinal dehydrogenase activity [GO:0001758]; oxidation-reduction process [GO:0055114]; retinoid metabolic process [GO:0001523]; retinol metabolic process [GO:0042572]
CHOYP_BRAFLDRAFT_124972.1.5|m.3844	190	1	8	2.085	2.085	2.0246	2.0246	0	0	0.59262																												
CHOYP_CADM4.1.1|m.60662	193	1	9	2.326	2.326	2.0234	2.0234	0	0	0.592641	CHOYP_CADM4.1.1|m.60662	Q0P5A1	DCTN3_BOVIN	37.43	179	103	2	9	187	10	179	4.00E-37	132	1	Q0P5A1	DCTN3_BOVIN	reviewed	Dynactin subunit 3	DCTN3	Bos taurus (Bovine)	186	cytokinesis [GO:0000910]; microtubule-based process [GO:0007017]; mitotic nuclear division [GO:0007067]	GO:0000777; GO:0000910; GO:0005730; GO:0005813; GO:0005819; GO:0005829; GO:0005869; GO:0007017; GO:0007067; GO:0030496; GO:0032154; GO:0048471				PF07426;	centrosome [GO:0005813]; cleavage furrow [GO:0032154]; condensed chromosome kinetochore [GO:0000777]; cytosol [GO:0005829]; dynactin complex [GO:0005869]; midbody [GO:0030496]; nucleolus [GO:0005730]; perinuclear region of cytoplasm [GO:0048471]; spindle [GO:0005819]; cytokinesis [GO:0000910]; microtubule-based process [GO:0007017]; mitotic nuclear division [GO:0007067]
CHOYP_BRAFLDRAFT_114866.1.5|m.6859	158	12	30	0.729	0.729	2.0234	2.0234	0	0	0.592641																												
CHOYP_LOC100371881.1.2|m.3634	1686	4	15	1.16	1.16	2.0227	2.0227	0	0	0.592652	CHOYP_LOC100371881.1.2|m.3634	P46013	KI67_HUMAN	50.54	93	46	0	5	97	6	98	1.00E-27	126	1	P46013	KI67_HUMAN	reviewed	Proliferation marker protein Ki-67 (Antigen identified by monoclonal antibody Ki-67) (Antigen KI-67) (Antigen Ki67)	MKI67	Homo sapiens (Human)	3256	animal organ regeneration [GO:0031100]; cell proliferation [GO:0008283]; cellular response to heat [GO:0034605]; DNA metabolic process [GO:0006259]; hyaluronan metabolic process [GO:0030212]; meiotic nuclear division [GO:0007126]; regulation of chromatin organization [GO:1902275]; regulation of chromosome segregation [GO:0051983]; regulation of mitotic nuclear division [GO:0007088]; response to organic cyclic compound [GO:0014070]	GO:0000775; GO:0000793; GO:0003677; GO:0003723; GO:0005524; GO:0005634; GO:0005730; GO:0005737; GO:0006259; GO:0007088; GO:0007126; GO:0008022; GO:0008283; GO:0014070; GO:0016020; GO:0016604; GO:0030212; GO:0031100; GO:0034605; GO:0051983; GO:1902275				PF00498;PF08065;PF15276;	"chromosome, centromeric region [GO:0000775]; condensed chromosome [GO:0000793]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nuclear body [GO:0016604]; nucleolus [GO:0005730]; nucleus [GO:0005634]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; protein C-terminus binding [GO:0008022]; RNA binding [GO:0003723]; animal organ regeneration [GO:0031100]; cell proliferation [GO:0008283]; cellular response to heat [GO:0034605]; DNA metabolic process [GO:0006259]; hyaluronan metabolic process [GO:0030212]; meiotic nuclear division [GO:0007126]; regulation of chromatin organization [GO:1902275]; regulation of chromosome segregation [GO:0051983]; regulation of mitotic nuclear division [GO:0007088]; response to organic cyclic compound [GO:0014070]"
CHOYP_C1QL4L.3.7|m.5968	167	2	14	1.92	1.92	2.0169	2.0169	0	0	0.592751	CHOYP_C1QL4L.3.7|m.5968	Q86Z23	C1QL4_HUMAN	36.43	140	70	7	24	156	110	237	4.00E-17	79.7	1	Q86Z23	C1QL4_HUMAN	reviewed	Complement C1q-like protein 4 (C1q and tumor necrosis factor-related protein 11) (C1q/TNF-related protein 11)	C1QL4 CTRP11	Homo sapiens (Human)	238	negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of fibroblast proliferation [GO:0048147]	GO:0005581; GO:0005615; GO:0045599; GO:0048147; GO:0070373				PF00386;	collagen trimer [GO:0005581]; extracellular space [GO:0005615]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of fibroblast proliferation [GO:0048147]
CHOYP_LOC100373444.8.79|m.3255	372	2	11	1.625	1.625	2.0145	2.0145	0	0	0.592793	CHOYP_LOC100373444.8.79|m.3255	Q62158	TRI27_MOUSE	23.46	162	102	4	3	143	96	256	0.000009	51.2	1	Q62158	TRI27_MOUSE	reviewed	Zinc finger protein RFP (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM27) (Ret finger protein) (Tripartite motif-containing protein 27)	Trim27 Rfp	Mus musculus (Mouse)	513	"Arp2/3 complex-mediated actin nucleation [GO:0034314]; innate immune response [GO:0045087]; interferon-gamma secretion [GO:0072643]; negative regulation of adaptive immune response [GO:0002820]; negative regulation of calcium ion import [GO:0090281]; negative regulation of gene expression, epigenetic [GO:0045814]; negative regulation of interleukin-2 secretion [GO:1900041]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of tumor necrosis factor production [GO:0032720]; negative regulation of viral release from host cell [GO:1902187]; negative regulation of viral transcription [GO:0032897]; positive regulation of actin nucleation [GO:0051127]; positive regulation of sequence-specific DNA binding transcription factor activity [GO:0051091]; protein K63-linked ubiquitination [GO:0070534]; protein trimerization [GO:0070206]; retrograde transport, endosome to Golgi [GO:0042147]; transcription, DNA-templated [GO:0006351]"	GO:0000122; GO:0001650; GO:0002820; GO:0003677; GO:0004842; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005768; GO:0005829; GO:0006351; GO:0006469; GO:0008270; GO:0016605; GO:0030904; GO:0031965; GO:0032720; GO:0032897; GO:0034314; GO:0042147; GO:0042802; GO:0045087; GO:0045814; GO:0051091; GO:0051127; GO:0070206; GO:0070534; GO:0072643; GO:0090281; GO:1900041; GO:1902187				PF13765;PF00622;PF00643;	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome [GO:0005768]; fibrillar center [GO:0001650]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; retromer complex [GO:0030904]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; innate immune response [GO:0045087]; interferon-gamma secretion [GO:0072643]; negative regulation of adaptive immune response [GO:0002820]; negative regulation of calcium ion import [GO:0090281]; negative regulation of gene expression, epigenetic [GO:0045814]; negative regulation of interleukin-2 secretion [GO:1900041]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of tumor necrosis factor production [GO:0032720]; negative regulation of viral release from host cell [GO:1902187]; negative regulation of viral transcription [GO:0032897]; positive regulation of actin nucleation [GO:0051127]; positive regulation of sequence-specific DNA binding transcription factor activity [GO:0051091]; protein K63-linked ubiquitination [GO:0070534]; protein trimerization [GO:0070206]; retrograde transport, endosome to Golgi [GO:0042147]; transcription, DNA-templated [GO:0006351]"
CHOYP_LOC100371983.1.3|m.2863	345	2	13	1.736	1.736	2.0125	2.0125	0	0	0.592828	CHOYP_LOC100371983.1.3|m.2863	B5BLW5	ARE_SULSF	35.55	211	131	4	117	322	77	287	4.00E-30	121	1	B5BLW5	ARE_SULSF	reviewed	Arylesterase (A-esterase) (EC 3.1.1.2) (Paraoxonase) (EC 3.1.8.1)	are	Sulfolobus solfataricus	306	aromatic compound catabolic process [GO:0019439]	GO:0004063; GO:0004064; GO:0019439				PF07859;	aryldialkylphosphatase activity [GO:0004063]; arylesterase activity [GO:0004064]; aromatic compound catabolic process [GO:0019439]
CHOYP_LOC101156833.1.1|m.38739	140	3	13	1.309	1.309	2.0114	2.0114	0	0	0.592847	CHOYP_LOC101156833.1.1|m.38739	O13008	FABPH_ONCMY	38.81	134	78	3	6	138	1	131	2.00E-22	91.7	1	O13008	FABPH_ONCMY	reviewed	"Fatty acid-binding protein, heart (Fatty acid-binding protein 3) (Heart-type fatty acid-binding protein) (H-FABP)"	fabp3	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	133		GO:0005215; GO:0005737; GO:0008289				PF00061;	cytoplasm [GO:0005737]; lipid binding [GO:0008289]; transporter activity [GO:0005215]
CHOYP_CIAO1.1.1|m.48324	333	0	8	2.046	2.046	2.0001	2.0001	0	0	0.593046	CHOYP_CIAO1.1.1|m.48324	A7RWD2	CIAO1_NEMVE	70.9	323	94	0	10	332	1	323	7.00E-173	490	1	A7RWD2	CIAO1_NEMVE	reviewed	Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog	v1g226592	Nematostella vectensis (Starlet sea anemone)	327	iron-sulfur cluster assembly [GO:0016226]	GO:0016226; GO:0097361				PF00400;	CIA complex [GO:0097361]; iron-sulfur cluster assembly [GO:0016226]
CHOYP_CELE_F01D5.5.1.1|m.4263	254	1	10	2.496	2.496	2	2	0	0	0.593047																												
