Protein	Len	3	4	8	11	12	16	LogFoldChange	absolute value logfoldchange	Zstatistic	absolute value z statistic	fdr	FDRup	FDRdown																												
CHOYP_ACSL4.1.1|m.24576	710	9	11	3	3	2	2	-1.212	1.212	-2.7439	2.7439	0	0.550529	0	CHOYP_ACSL4.1.1|m.24576	Q9QUJ7	ACSL4_MOUSE	56.15	691	298	4	19	707	21	708	0	811	1	Q9QUJ7	ACSL4_MOUSE	reviewed	Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 4) (LACS 4) (mACS4)	Acsl4 Acs4 Facl4	Mus musculus (Mouse)	711	dendritic spine development [GO:0060996]; embryonic process involved in female pregnancy [GO:0060136]; fatty acid transport [GO:0015908]; lipid biosynthetic process [GO:0008610]; lipid metabolic process [GO:0006629]; negative regulation of prostaglandin secretion [GO:0032307]; neuron differentiation [GO:0030182]; positive regulation of cell growth [GO:0030307]; regulation of fatty acid metabolic process [GO:0019217]; response to interleukin-15 [GO:0070672]; response to nutrient [GO:0007584]; triglyceride metabolic process [GO:0006641]	GO:0004467; GO:0005524; GO:0005737; GO:0005739; GO:0005741; GO:0005778; GO:0005789; GO:0005811; GO:0006629; GO:0006641; GO:0007584; GO:0008610; GO:0015908; GO:0016020; GO:0016021; GO:0019217; GO:0030182; GO:0030307; GO:0031957; GO:0032307; GO:0043025; GO:0044233; GO:0047676; GO:0060136; GO:0060996; GO:0070062; GO:0070672; GO:0102391				PF00501;	cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; ER-mitochondrion membrane contact site [GO:0044233]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; lipid particle [GO:0005811]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; peroxisomal membrane [GO:0005778]; arachidonate-CoA ligase activity [GO:0047676]; ATP binding [GO:0005524]; decanoate--CoA ligase activity [GO:0102391]; long-chain fatty acid-CoA ligase activity [GO:0004467]; very long-chain fatty acid-CoA ligase activity [GO:0031957]; dendritic spine development [GO:0060996]; embryonic process involved in female pregnancy [GO:0060136]; fatty acid transport [GO:0015908]; lipid biosynthetic process [GO:0008610]; lipid metabolic process [GO:0006629]; negative regulation of prostaglandin secretion [GO:0032307]; neuron differentiation [GO:0030182]; positive regulation of cell growth [GO:0030307]; regulation of fatty acid metabolic process [GO:0019217]; response to interleukin-15 [GO:0070672]; response to nutrient [GO:0007584]; triglyceride metabolic process [GO:0006641]
CHOYP_LOC101063890.1.1|m.7895	616	11	11	7	2	7	2	-0.961	0.961	-2.7321	2.7321	0	0.550652	0	CHOYP_LOC101063890.1.1|m.7895	P50607	TUB_HUMAN	72.2	259	66	2	363	615	248	506	8.00E-141	426	1	P50607	TUB_HUMAN	reviewed	Tubby protein homolog	TUB	Homo sapiens (Human)	506	"phagocytosis, recognition [GO:0006910]; photoreceptor cell maintenance [GO:0045494]; positive regulation of phagocytosis [GO:0050766]; protein localization to photoreceptor outer segment [GO:1903546]; receptor localization to non-motile cilium [GO:0097500]; response to hormone [GO:0009725]; retina development in camera-type eye [GO:0060041]; sensory perception of sound [GO:0007605]"	GO:0005576; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0005929; GO:0006910; GO:0007605; GO:0009725; GO:0032403; GO:0035091; GO:0045494; GO:0050766; GO:0060041; GO:0097500; GO:1903546				PF01167;PF16322;	"cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; phosphatidylinositol binding [GO:0035091]; protein complex binding [GO:0032403]; phagocytosis, recognition [GO:0006910]; photoreceptor cell maintenance [GO:0045494]; positive regulation of phagocytosis [GO:0050766]; protein localization to photoreceptor outer segment [GO:1903546]; receptor localization to non-motile cilium [GO:0097500]; response to hormone [GO:0009725]; retina development in camera-type eye [GO:0060041]; sensory perception of sound [GO:0007605]"
CHOYP_NEMVEDRAFT_V1G194582.2.2|m.40726	364	7	13	3	3	2	2	-1.246	1.246	-2.7181	2.7181	0	0.550799	0	CHOYP_NEMVEDRAFT_V1G194582.2.2|m.40726	P23606	TGM1_RAT	51.78	309	144	4	1	306	251	557	3.00E-99	318	1	P23606	TGM1_RAT	reviewed	Protein-glutamine gamma-glutamyltransferase K (EC 2.3.2.13) (Epidermal TGase) (Transglutaminase K) (TG(K)) (TGK) (TGase K) (Transglutaminase-1) (TGase-1)	Tgm1	Rattus norvegicus (Rat)	824	keratinization [GO:0031424]; peptide cross-linking [GO:0018149]; positive regulation of cell cycle [GO:0045787]; positive regulation of keratinocyte proliferation [GO:0010838]	GO:0003810; GO:0010838; GO:0018149; GO:0031224; GO:0031424; GO:0045787; GO:0046872; GO:0070062				PF00927;PF01841;PF00868;	extracellular exosome [GO:0070062]; intrinsic component of membrane [GO:0031224]; metal ion binding [GO:0046872]; protein-glutamine gamma-glutamyltransferase activity [GO:0003810]; keratinization [GO:0031424]; peptide cross-linking [GO:0018149]; positive regulation of cell cycle [GO:0045787]; positive regulation of keratinocyte proliferation [GO:0010838]
CHOYP_DP13A.2.3|m.10746	724	10	18	19	9	7	7	-0.695	0.695	-2.7174	2.7174	0	0.550806	0	CHOYP_DP13A.2.3|m.10746	Q9UKG1	DP13A_HUMAN	42.03	709	381	12	2	690	3	701	3.00E-179	536	1	Q9UKG1	DP13A_HUMAN	reviewed	"DCC-interacting protein 13-alpha (Dip13-alpha) (Adapter protein containing PH domain, PTB domain and leucine zipper motif 1)"	APPL1 APPL DIP13A KIAA1428	Homo sapiens (Human)	709	cell cycle [GO:0007049]; cell proliferation [GO:0008283]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; insulin receptor signaling pathway [GO:0008286]; regulation of establishment of protein localization to plasma membrane [GO:0090003]; regulation of glucose import [GO:0046324]; signal transduction [GO:0007165]	GO:0005634; GO:0005737; GO:0005769; GO:0005829; GO:0007049; GO:0007165; GO:0008283; GO:0008286; GO:0010008; GO:0012506; GO:0031901; GO:0042802; GO:0043422; GO:0046324; GO:0070062; GO:0090003; GO:0097192				PF00169;PF00640;	cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]; vesicle membrane [GO:0012506]; identical protein binding [GO:0042802]; protein kinase B binding [GO:0043422]; cell cycle [GO:0007049]; cell proliferation [GO:0008283]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; insulin receptor signaling pathway [GO:0008286]; regulation of establishment of protein localization to plasma membrane [GO:0090003]; regulation of glucose import [GO:0046324]; signal transduction [GO:0007165]
CHOYP_LOC100374522.1.1|m.66943	431	9	22	9	4	9	5	-0.774	0.774	-2.7067	2.7067	0	0.55092	0	CHOYP_LOC100374522.1.1|m.66943	Q9DAM1	LRC34_MOUSE	45.75	400	211	3	10	408	7	401	5.00E-123	370	1	Q9DAM1	LRC34_MOUSE	reviewed	Leucine-rich repeat-containing protein 34	Lrrc34	Mus musculus (Mouse)	415						PF13516;	
CHOYP_contig_048277|m.57151	199	2	12	5	0	2	1	-1.636	1.636	-2.7058	2.7058	0	0.55093	0																												
CHOYP_LOC583138.1.1|m.8990	616	12	12	6	5	6	1	-0.886	0.886	-2.6888	2.6888	0	0.551114	0	CHOYP_LOC583138.1.1|m.8990	A9UMP7	ENO4_XENLA	34.19	582	354	10	5	575	9	572	3.00E-105	336	1	A9UMP7	ENO4_XENLA	reviewed	Enolase 4 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase)	eno4	Xenopus laevis (African clawed frog)	572	glycolytic process [GO:0006096]	GO:0000015; GO:0000287; GO:0004634; GO:0006096	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 4/5. {ECO:0000250|UniProtKB:Q8C042}.			PF00113;PF03952;	phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]
CHOYP_LOC101062578.1.1|m.56255	332	4	15	2	2	4	1	-1.128	1.128	-2.6794	2.6794	0	0.551217	0	CHOYP_LOC101062578.1.1|m.56255	Q9R0D8	WDR54_MOUSE	42.77	339	169	8	1	325	1	328	5.00E-91	282	1	Q9R0D8	WDR54_MOUSE	reviewed	WD repeat-containing protein 54	Wdr54 D3Mm3e	Mus musculus (Mouse)	334							
CHOYP_LOC100882621.1.2|m.25860	1074	10	11	14	2	7	6	-0.819	0.819	-2.6772	2.6772	0	0.551241	0	CHOYP_LOC100882621.1.2|m.25860	Q8IRG6	SPT16_DROME	59.87	1089	413	8	1	1072	1	1082	0	1313	1	Q8IRG6	SPT16_DROME	reviewed	FACT complex subunit spt16 (Facilitates chromatin transcription complex subunit SPT16) (dSPT16)	dre4 spt16 CG1828	Drosophila melanogaster (Fruit fly)	1083	"DNA repair [GO:0006281]; DNA replication [GO:0006260]; DNA replication-independent nucleosome organization [GO:0034724]; neurogenesis [GO:0022008]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; regulation of chromatin assembly or disassembly [GO:0001672]; transcription, DNA-templated [GO:0006351]"	GO:0001672; GO:0003682; GO:0005634; GO:0005694; GO:0006260; GO:0006281; GO:0006351; GO:0022008; GO:0031491; GO:0032968; GO:0034724; GO:0035101; GO:0042393			cd01091;	PF14826;PF00557;PF08512;PF08644;	"chromosome [GO:0005694]; FACT complex [GO:0035101]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; histone binding [GO:0042393]; nucleosome binding [GO:0031491]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; DNA replication-independent nucleosome organization [GO:0034724]; neurogenesis [GO:0022008]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; regulation of chromatin assembly or disassembly [GO:0001672]; transcription, DNA-templated [GO:0006351]"
CHOYP_contig_005590|m.6345	192	12	17	8	5	7	4	-0.815	0.815	-2.6715	2.6715	0	0.551304	0																												
CHOYP_BRAFLDRAFT_125862.1.1|m.27159	402	11	18	14	6	8	7	-0.711	0.711	-2.6674	2.6674	0	0.55135	0																												
CHOYP_ITB1.3.4|m.28565	542	12	14	6	5	3	4	-0.979	0.979	-2.6628	2.6628	0	0.551401	0																												
CHOYP_contig_017060|m.20058	262	7	15	10	6	4	3	-0.914	0.914	-2.66	2.66	0	0.551432	0																												
CHOYP_PKHL1.3.3|m.42452	3884	7	7	2	1	1	0	-1.712	1.712	-2.6435	2.6435	0	0.551619	0	CHOYP_PKHL1.3.3|m.42452	Q80ZA4	PKHL1_MOUSE	36.24	3984	2301	78	34	3879	32	3914	0	2367	1	Q80ZA4	PKHL1_MOUSE	reviewed	Fibrocystin-L (Polycystic kidney and hepatic disease 1-like protein 1) (PKHD1-like protein 1) (Protein D86)	Pkhd1l1	Mus musculus (Mouse)	4249		GO:0005929; GO:0016021				PF10162;PF07691;PF01833;	cilium [GO:0005929]; integral component of membrane [GO:0016021]
CHOYP_DMOJ_GI23261.2.2|m.30988	856	2	12	2	1	0	0	-1.753	1.753	-2.6339	2.6339	0	0.551729	0																												
CHOYP_NEMVEDRAFT_V1G167853.1.2|m.20047	1301	6	22	2	7	3	2	-0.914	0.914	-2.6213	2.6213	0	0.551874	0	CHOYP_NEMVEDRAFT_V1G167853.1.2|m.20047	A4FU69	EFCB5_HUMAN	40.5	679	374	9	633	1286	805	1478	4.00E-165	539	1	A4FU69	EFCB5_HUMAN	reviewed	EF-hand calcium-binding domain-containing protein 5	EFCAB5	Homo sapiens (Human)	1503		GO:0005509					calcium ion binding [GO:0005509]
CHOYP_contig_024739|m.28119	312	5	9	0	0	0	0	-1.705	1.705	-2.6171	2.6171	0	0.551923	0																												
CHOYP_contig_008503|m.9899	124	5	8	2	1	0	0	-1.676	1.676	-2.6084	2.6084	0	0.552025	0																												
CHOYP_CCBL1.1.1|m.30637	446	5	13	1	0	2	0	-1.644	1.644	-2.5845	2.5845	0	0.552309	0	CHOYP_CCBL1.1.1|m.30637	Q7T3E5	KAT3_DANRE	44.66	421	226	4	1	418	32	448	2.00E-130	391	1	Q7T3E5	KAT3_DANRE	reviewed	Kynurenine--oxoglutarate transaminase 3 (EC 2.6.1.7) (Cysteine-S-conjugate beta-lyase 2) (EC 4.4.1.13) (Kynurenine aminotransferase 3) (Kynurenine aminotransferase III) (KATIII) (Kynurenine--glyoxylate transaminase) (EC 2.6.1.63) (Kynurenine--oxoglutarate transaminase III)	kyat3 ccbl2 kat3 zgc:63929	Danio rerio (Zebrafish) (Brachydanio rerio)	450	biosynthetic process [GO:0009058]; cellular amino acid metabolic process [GO:0006520]; kynurenine metabolic process [GO:0070189]	GO:0006520; GO:0009058; GO:0016212; GO:0030170; GO:0047315; GO:0047804; GO:0070189				PF00155;	cysteine-S-conjugate beta-lyase activity [GO:0047804]; kynurenine-glyoxylate transaminase activity [GO:0047315]; kynurenine-oxoglutarate transaminase activity [GO:0016212]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]; cellular amino acid metabolic process [GO:0006520]; kynurenine metabolic process [GO:0070189]
CHOYP_BRAFLDRAFT_263840.1.1|m.51673	321	17	26	7	8	8	9	-0.659	0.659	-2.5805	2.5805	0	0.552357	0	CHOYP_BRAFLDRAFT_263840.1.1|m.51673	A2BFC9	CFA77_DANRE	37.69	260	131	8	59	315	6	237	2.00E-44	157	1	A2BFC9	CFA77_DANRE	reviewed	Cilia- and flagella-associated protein 77	cfap77 si:ch211-215c18.4	Danio rerio (Zebrafish) (Brachydanio rerio)	240		GO:0005929				PF14825;	cilium [GO:0005929]
CHOYP_LOC100375230.1.1|m.52612	794	9	10	6	5	2	2	-1.006	1.006	-2.5776	2.5776	0	0.552392	0	CHOYP_LOC100375230.1.1|m.52612	Q96M69	LRGUK_HUMAN	39.89	732	405	9	76	785	104	822	1.00E-168	515	1	Q96M69	LRGUK_HUMAN	reviewed	Leucine-rich repeat and guanylate kinase domain-containing protein	LRGUK	Homo sapiens (Human)	825	axoneme assembly [GO:0035082]; cell differentiation [GO:0030154]; spermatogenesis [GO:0007283]	GO:0001669; GO:0002177; GO:0005524; GO:0007283; GO:0016301; GO:0030154; GO:0035082				PF00625;	acrosomal vesicle [GO:0001669]; manchette [GO:0002177]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; axoneme assembly [GO:0035082]; cell differentiation [GO:0030154]; spermatogenesis [GO:0007283]
CHOYP_LOC100366906.1.1|m.61901	1066	16	30	14	11	10	14	-0.511	0.511	-2.5759	2.5759	0	0.552413	0	CHOYP_LOC100366906.1.1|m.61901	F8WLE0	KIF28_RAT	38.56	874	466	22	4	855	15	839	0	582	1	F8WLE0	KIF28_RAT	reviewed	Kinesin-like protein KIF28P (Kinesin-like protein 6)	Kif28p Klp6	Rattus norvegicus (Rat)	1034	mitochondrion organization [GO:0007005]; organelle transport along microtubule [GO:0072384]	GO:0003777; GO:0005524; GO:0005622; GO:0005871; GO:0007005; GO:0016887; GO:0031966; GO:0072384				PF00498;PF12423;PF00225;	intracellular [GO:0005622]; kinesin complex [GO:0005871]; mitochondrial membrane [GO:0031966]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; microtubule motor activity [GO:0003777]; mitochondrion organization [GO:0007005]; organelle transport along microtubule [GO:0072384]
CHOYP_DHTK1.1.1|m.8425	788	23	25	22	13	15	13	-0.514	0.514	-2.5679	2.5679	0	0.55251	0	CHOYP_DHTK1.1.1|m.8425	Q5EAR5	TRPT1_DANRE	50.73	205	94	4	195	395	23	224	2.00E-61	211	1	Q5EAR5	TRPT1_DANRE	reviewed	tRNA 2'-phosphotransferase 1 (EC 2.7.1.160)	trpt1 zgc:113138	Danio rerio (Zebrafish) (Brachydanio rerio)	225	"tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]"	GO:0000215; GO:0006388				PF01885;	"tRNA 2'-phosphotransferase activity [GO:0000215]; tRNA splicing, via endonucleolytic cleavage and ligation [GO:0006388]"
CHOYP_LOC100372239.1.1|m.50390	569	11	21	7	4	9	6	-0.716	0.716	-2.5618	2.5618	0	0.552585	0	CHOYP_LOC100372239.1.1|m.50390	Q0VFZ6	CC173_HUMAN	37.22	540	300	10	44	568	37	552	9.00E-79	264	1	Q0VFZ6	CC173_HUMAN	reviewed	Coiled-coil domain-containing protein 173	CCDC173 C2orf77	Homo sapiens (Human)	552							
CHOYP_LOC582352.1.1|m.30199	685	2	13	0	0	0	0	-1.823	1.823	-2.5523	2.5523	0	0.552702	0																												
CHOYP_IF122.2.2|m.59794	1195	7	9	1	2	1	1	-1.517	1.517	-2.5464	2.5464	0	0.552775	0	CHOYP_IF122.2.2|m.59794	A8WGF4	IF122_XENTR	70.69	1194	342	4	1	1194	1	1186	0	1820	1	A8WGF4	IF122_XENTR	reviewed	Intraflagellar transport protein 122 homolog	ift122	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	1189	cilium assembly [GO:0060271]; intraciliary retrograde transport [GO:0035721]; multicellular organism development [GO:0007275]; negative regulation of smoothened signaling pathway [GO:0045879]; protein localization to cilium [GO:0061512]	GO:0005737; GO:0005856; GO:0005929; GO:0007275; GO:0030991; GO:0035721; GO:0045879; GO:0060271; GO:0061512				PF00400;	cilium [GO:0005929]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; intraciliary transport particle A [GO:0030991]; cilium assembly [GO:0060271]; intraciliary retrograde transport [GO:0035721]; multicellular organism development [GO:0007275]; negative regulation of smoothened signaling pathway [GO:0045879]; protein localization to cilium [GO:0061512]
CHOYP_NRP.1.4|m.29956	353	4	9	2	0	1	0	-1.753	1.753	-2.528	2.528	0	0.553007	0																												
CHOYP_BRAFLDRAFT_121927.1.1|m.47211	3214	14	32	11	12	10	9	-0.582	0.582	-2.5146	2.5146	0	0.553179	0	CHOYP_BRAFLDRAFT_121927.1.1|m.47211	Q6ZTR5	CFA47_HUMAN	35.95	1132	693	15	8	1126	40	1152	0	721	1	Q6ZTR5	CFA47_HUMAN	reviewed	Cilia- and flagella-associated protein 47	CFAP47 CHDC2 CXorf22 CXorf30 CXorf59	Homo sapiens (Human)	3102							
CHOYP_LOC592142.7.9|m.55467	475	16	13	16	9	7	7	-0.655	0.655	-2.5087	2.5087	0	0.553256	0	CHOYP_LOC592142.7.9|m.55467	C3YWU0	FUCO_BRAFL	62.84	436	157	2	38	472	17	448	0	594	1	C3YWU0	FUCO_BRAFL	reviewed	Alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucoside fucohydrolase)	BRAFLDRAFT_56888	Branchiostoma floridae (Florida lancelet) (Amphioxus)	449	fucose metabolic process [GO:0006004]	GO:0004560; GO:0005576; GO:0006004				PF01120;PF16757;	extracellular region [GO:0005576]; alpha-L-fucosidase activity [GO:0004560]; fucose metabolic process [GO:0006004]
CHOYP_PHUM_PHUM332570.1.1|m.56283	261	9	8	9	2	7	2	-0.897	0.897	-2.5072	2.5072	0	0.553275	0	CHOYP_PHUM_PHUM332570.1.1|m.56283	Q9XYM0	CRK_DROME	50.19	261	115	4	5	254	4	260	2.00E-86	265	1	Q9XYM0	CRK_DROME	reviewed	Adapter molecule Crk	Crk CG1587	Drosophila melanogaster (Fruit fly)	271	"border follicle cell migration [GO:0007298]; ephrin receptor signaling pathway [GO:0048013]; imaginal disc fusion, thorax closure [GO:0046529]; myoblast fusion [GO:0007520]; phagocytosis, engulfment [GO:0006911]; positive regulation of JNK cascade [GO:0046330]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of GTPase activity [GO:0043087]"	GO:0005070; GO:0006911; GO:0007298; GO:0007520; GO:0032956; GO:0043087; GO:0046330; GO:0046529; GO:0048013				PF00017;PF00018;PF07653;	"SH3/SH2 adaptor activity [GO:0005070]; border follicle cell migration [GO:0007298]; ephrin receptor signaling pathway [GO:0048013]; imaginal disc fusion, thorax closure [GO:0046529]; myoblast fusion [GO:0007520]; phagocytosis, engulfment [GO:0006911]; positive regulation of JNK cascade [GO:0046330]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of GTPase activity [GO:0043087]"
CHOYP_LOC100378816.1.1|m.10997	522	4	10	2	2	0	0	-1.475	1.475	-2.4935	2.4935	0	0.553455	0	CHOYP_LOC100378816.1.1|m.10997	Q4R642	TCTE1_MACFA	51.4	463	217	6	41	498	23	482	3.00E-161	475	1	Q4R642	TCTE1_MACFA	reviewed	T-complex-associated testis-expressed protein 1 (Tcte-1)	TCTE1 QtsA-19176	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	501						PF13516;	
CHOYP_SLC31.5.5|m.57886	593	8	11	5	3	5	1	-1.007	1.007	-2.4879	2.4879	0	0.55353	0	CHOYP_SLC31.5.5|m.57886	Q07837	SLC31_HUMAN	33.33	561	320	19	65	591	110	650	2.00E-83	281	1	Q07837	SLC31_HUMAN	reviewed	"Neutral and basic amino acid transport protein rBAT (NBAT) (D2h) (Solute carrier family 3 member 1) (b(0,+)-type amino acid transport protein)"	SLC3A1 RBAT	Homo sapiens (Human)	685	amino acid transport [GO:0006865]; basic amino acid transport [GO:0015802]; carbohydrate metabolic process [GO:0005975]; cellular amino acid metabolic process [GO:0006520]; L-cystine transport [GO:0015811]	GO:0003824; GO:0005743; GO:0005774; GO:0005886; GO:0005887; GO:0005975; GO:0006520; GO:0006865; GO:0015171; GO:0015174; GO:0015184; GO:0015802; GO:0015811; GO:0016020; GO:0031526; GO:0070062				PF00128;	brush border membrane [GO:0031526]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; plasma membrane [GO:0005886]; vacuolar membrane [GO:0005774]; amino acid transmembrane transporter activity [GO:0015171]; basic amino acid transmembrane transporter activity [GO:0015174]; catalytic activity [GO:0003824]; L-cystine transmembrane transporter activity [GO:0015184]; amino acid transport [GO:0006865]; basic amino acid transport [GO:0015802]; carbohydrate metabolic process [GO:0005975]; cellular amino acid metabolic process [GO:0006520]; L-cystine transport [GO:0015811]
CHOYP_BRAFLDRAFT_106560.13.14|m.62780	4955	3	11	2	1	2	1	-1.455	1.455	-2.4788	2.4788	0	0.553652	0	CHOYP_BRAFLDRAFT_106560.13.14|m.62780	A0A0R4IBK5	R213A_DANRE	28.62	1513	861	52	1802	3153	1891	3345	1.00E-122	443	1	A0A0R4IBK5	R213A_DANRE	reviewed	E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha) (RING-type E3 ubiquitin transferase rnf213-alpha)	rnf213a	Danio rerio (Zebrafish) (Brachydanio rerio)	5209	sprouting angiogenesis [GO:0002040]	GO:0002040; GO:0004842; GO:0005829; GO:0008270; GO:0016887	PATHWAY: Protein modification; protein ubiquitination. {ECO:0000250|UniProtKB:Q63HN8}.				cytosol [GO:0005829]; ATPase activity [GO:0016887]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; sprouting angiogenesis [GO:0002040]
CHOYP_contig_031126|m.35509	251	5	9	4	1	3	0	-1.325	1.325	-2.4721	2.4721	0	0.553742	0																												
CHOYP_LOC100640260.1.2|m.21931	597	14	24	10	9	9	7	-0.618	0.618	-2.4682	2.4682	0	0.553795	0	CHOYP_LOC100640260.1.2|m.21931	Q14517	FAT1_HUMAN	35.37	164	99	3	258	421	4017	4173	2.00E-22	106	1	Q14517	FAT1_HUMAN	reviewed	"Protocadherin Fat 1 (Cadherin family member 7) (Cadherin-related tumor suppressor homolog) (Protein fat homolog) [Cleaved into: Protocadherin Fat 1, nuclear form]"	FAT1 CDHF7 FAT	Homo sapiens (Human)	4588	actin filament organization [GO:0007015]; anatomical structure morphogenesis [GO:0009653]; cell adhesion [GO:0007155]; cell-cell signaling [GO:0007267]; cell migration [GO:0016477]; establishment or maintenance of cell polarity [GO:0007163]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; single organismal cell-cell adhesion [GO:0016337]	GO:0005509; GO:0005634; GO:0005886; GO:0005887; GO:0005911; GO:0005925; GO:0007015; GO:0007155; GO:0007156; GO:0007163; GO:0007267; GO:0009653; GO:0016337; GO:0016477; GO:0030027; GO:0030175; GO:0048471; GO:0070062				PF00028;PF00008;PF02210;	cell-cell junction [GO:0005911]; extracellular exosome [GO:0070062]; filopodium [GO:0030175]; focal adhesion [GO:0005925]; integral component of plasma membrane [GO:0005887]; lamellipodium [GO:0030027]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; actin filament organization [GO:0007015]; anatomical structure morphogenesis [GO:0009653]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cell-cell signaling [GO:0007267]; establishment or maintenance of cell polarity [GO:0007163]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; single organismal cell-cell adhesion [GO:0016337]
CHOYP_LOC100376289.1.1|m.60023	1838	13	20	14	7	12	6	-0.598	0.598	-2.4629	2.4629	0	0.553868	0	CHOYP_LOC100376289.1.1|m.60023	Q5RHH4	IF172_DANRE	68.02	1754	550	3	86	1837	1	1745	0	2605	1	Q5RHH4	IF172_DANRE	reviewed	Intraflagellar transport protein 172 homolog	ift172 si:dkey-221h15.5	Danio rerio (Zebrafish) (Brachydanio rerio)	1745	cilium assembly [GO:0060271]; photoreceptor cell maintenance [GO:0045494]; pronephros development [GO:0048793]; regulation of TOR signaling [GO:0032006]; retina development in camera-type eye [GO:0060041]	GO:0005929; GO:0005930; GO:0030992; GO:0032006; GO:0036064; GO:0045494; GO:0048793; GO:0060041; GO:0060271					axoneme [GO:0005930]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; intraciliary transport particle B [GO:0030992]; cilium assembly [GO:0060271]; photoreceptor cell maintenance [GO:0045494]; pronephros development [GO:0048793]; regulation of TOR signaling [GO:0032006]; retina development in camera-type eye [GO:0060041]
CHOYP_LOC100641267.2.2|m.57947	288	8	11	7	4	4	3	-0.871	0.871	-2.4615	2.4615	0	0.553887	0	CHOYP_LOC100641267.2.2|m.57947	Q829L6	ECTD_STRAW	24.02	254	168	5	15	248	35	283	3.00E-14	74.7	1	Q829L6	ECTD_STRAW	reviewed	Ectoine dioxygenase (EC 1.14.11.-) (Ectoine hydroxylase)	ectD SAV_6395	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	295	ectoine catabolic process [GO:0042400]	GO:0005506; GO:0016706; GO:0042400				PF05721;	"iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors [GO:0016706]; ectoine catabolic process [GO:0042400]"
CHOYP_contig_008452|m.9831	534	11	14	2	5	3	3	-0.882	0.882	-2.4585	2.4585	0	0.553929	0																												
CHOYP_RCOM_1886900.1.1|m.11248	107	5	8	6	2	3	0	-1.147	1.147	-2.4548	2.4548	0	0.55398	0	CHOYP_RCOM_1886900.1.1|m.11248	O96790	DPGN_DIPMA	36.56	93	40	3	18	91	179	271	0.00000009	52.4	1	O96790	DPGN_DIPMA	reviewed	Serine protease inhibitor dipetalogastin (Dipetalin) (Fragment)		Dipetalogaster maximus (Blood-sucking bug)	351	negative regulation of coagulation [GO:0050819]	GO:0004867; GO:0005576; GO:0050819				PF00050;PF07648;	extracellular region [GO:0005576]; serine-type endopeptidase inhibitor activity [GO:0004867]; negative regulation of coagulation [GO:0050819]
